location,context,source,target
DD1-3,"Sc: Dmi, msc: SupernovaAlt, no sfx, Next: [ROD1-4]","Don’t you do that already?",
ROD1-4,"Sc: Rob, msc: SupernovaAlt, no sfx, Next: [DD1-4]","...",
DD1-4,"Sc: Dmi, msc: SupernovaAlt, no sfx, Next: [ROD1-5]","...",
ROD1-5,"Sc: Rob, msc: SupernovaAlt, sfx: Rob_Short, Next: [ROD1-6]","...anyways.",
ROD1-6,"Sc: Rob, msc: SupernovaAlt, sfx: ROB3, Next: [ROD1-7]","I gotta help my mom pack and Flubber likes to play in boxes.",
ROD1-7,"Sc: Rob, msc: SupernovaAlt, sfx: ROB2, Next: [FD1-1]","Besides, she likes you anyway!",
FD1-1,"Sc: Flubber, msc: SupernovaAlt, sfx: FLUBBER2, Next: [ROD1-8]","Meow",
ROD1-8,"Sc: Rob, msc: SupernovaAlt, sfx: Rob_Short, Next: [DD1-5]","See?",
DD1-5,"Sc: Dmi, msc: SupernovaAlt, no sfx, Next: [ROD1-9]","Fine...",
ROD1-9,"Sc: Rob, msc: SupernovaAlt, sfx: ROB1, Next: [ROD1-10]","Thanks! Thats why I always tell people we need more Dmis at Cosmic Fuel!",
ROD1-10,"No Sc, msc: SupernovaAlt, sfx: Door_Chime,Door_Close, Next: [D1D-3]","-door opens and chimes-",
D1D-3,"No Sc, msc: SupernovaAlt, no sfx, Next: [D1D-4]","Ugh, Rob’s always piling stuff on me like this.",
D1D-4,"No Sc, msc: SupernovaAlt, no sfx, Next: [CalderEnter]","I stare at my phone. I shouldn’t leave Cassie hanging…",
CalderEnter,"No Sc, msc: SupernovaAlt, sfx: Door_Chime,Door_Open, Next: [D1D-5]","-door opens and chimes-",
D1D-5,"No Sc, msc: SupernovaAlt, no sfx, Next: [D1D-6]","Cassiopeia’s got to wait.",
D1D-6,"No Sc, msc: SupernovaAlt, no sfx, Next: [DD1-6]","The customer before me nods her head to the beat coming from her headphones. She sizes up the shop. Almost looks like she has the intention of cleaning out our stock.",
DD1-6,"Sc: Dmi, msc: SupernovaAlt, no sfx, Next: [CAD-1]","Uh, do you need anything?",
CAD-1,"Sc: Calder, msc: SupernovaAlt, sfx: Calder_Short, Next: [D1D-7]","What!?",
D1D-7,"No Sc, msc: SupernovaAlt, no sfx, Next: [DD1-7]","What type of music does that sound like? R&B? Retro R&B?",
DD1-7,"Sc: Dmi, msc: SupernovaAlt, no sfx, Next: [CAD-2]","DO YOU NEED ANYTHING?",
CAD-2,"Sc: Calder, msc: SupernovaAlt, sfx: CALDER2, Next: [DD1-8]","DO I WHAT? I’M NOT GOOD AT READING LIPS!",
DD1-8,"Sc: Dmi, msc: SupernovaAlt, no sfx, Next: [CAD-3]","TURN IT DOWN!",
CAD-3,"Sc: Calder, msc: SupernovaAlt, sfx: Calder_Short, Next: [D1D-8]","Oh!",
D1D-8,"No Sc, msc: SupernovaAlt, no sfx, Next: [CAD-4]","She adjusts the volume of her headphones.",
CAD-4,"Sc: Calder, msc: SupernovaAlt, sfx: CALDER1, Next: [CAD-5]","Sorry, I sometimes forget to just turn off the music.",
CAD-5,"Sc: Calder, msc: SupernovaAlt, sfx: CALDER3, Next: [DD1-11a,DD1-9a]","Do you have a Doomsday sale going on?",
CAD-5-Option-1,"Sc: Calder, msc: SupernovaAlt, sfx: CALDER3, Next: [DD1-11a,DD1-9a]","Sure, if you just take it.",
CAD-5-Option-2,"Sc: Calder, msc: SupernovaAlt, sfx: CALDER3, Next: [DD1-11a,DD1-9a]","Doomsday Sale?",
DD1-11a,"Sc: Dmi, msc: SupernovaAlt, no sfx, Next: [DD1-11b]","Sure, if you just take it.",
DD1-11b,"Sc: Dmi, msc: SupernovaAlt, no sfx, Next: [D1D-10]","It’ll be 100% off then.",
D1D-10,"No Sc, msc: SupernovaAlt, no sfx, Next: [CAD-7]","Calder’s eyes widened.",
CAD-7,"Sc: Calder, msc: SupernovaAlt, sfx: CALDER1, Next: [D1D-11]","Really? I can just take it?",
D1D-11,"No Sc, msc: SupernovaAlt, no sfx, Next: [DD1-12]","Excitement spreads across her face.",
DD1-12,"Sc: Dmi, msc: SupernovaAlt, no sfx, Next: [D1D-12]","No.",
D1D-12,"No Sc, msc: SupernovaAlt, no sfx, Next: [CAD-8]","Her smile fades.",
CAD-8,"Sc: Calder, msc: SupernovaAlt, sfx: Calder_Short, Next: [D1D-13]","Aww man.",
D1D-13,"No Sc, msc: SupernovaAlt, sfx: Calder_Grunt3, Next: [CAD-9]","She huffs.",
DD1-9a,"Sc: Dmi, msc: SupernovaAlt, no sfx, Next: [DD1-9b]","Doomsday Sale?",
DD1-9b,"Sc: Dmi, msc: SupernovaAlt, no sfx, Next: [CAD-6]","We’re supposed to have one?",
CAD-6,"Sc: Calder, msc: SupernovaAlt, sfx: CALDER2, Next: [D1D-9]","Well, why not? I looked it up on Froogle.",
D1D-9,"No Sc, msc: SupernovaAlt, no sfx, Next: [DD1-10]","I sigh. She’s one of those customers.",
DD1-10,"Sc: Dmi, msc: SupernovaAlt, no sfx, Next: [CAD-9]","Sorry, there are no Doomsday promotions going on. If you cash in with your Cosmic membership that’ll take a few luncos off.",
CAD-9,"Sc: Calder, msc: SupernovaAlt, sfx: CALDER1, Next: [DD1-13]","Alright then, can I put 400 Luncos on pump 2, and what type of fizzy drinks do you have? You’ve gotta have a 2-for-1 deal here.",
DD1-13,"Sc: Dmi, msc: SupernovaAlt, no sfx, Next: [CalderShopChoice]","Hold on, I think I have something in mind.",
CalderShopChoice,"No Sc, msc: SupernovaAlt, no sfx, Next: [TDN2-1,TDP2-1]","Select an item in the shop",
CalderShopChoice-Option-1,"No Sc, msc: SupernovaAlt, no sfx, Next: [TDN2-1,TDP2-1]","",
CalderShopChoice-Option-2,"No Sc, msc: SupernovaAlt, no sfx, Next: [TDN2-1,TDP2-1]","",
TDN2-1,"Sc: Calder, msc: SupernovaAlt, sfx: CALDER1, Next: [TDN2-2]","Uh, this isn’t what I was really looking for.",
TDN2-2,"Sc: Calder, msc: SupernovaAlt, sfx: CALDER3, Next: [TDN2-3]","I’ve gotta go! I almost forgot there is a sale on 5D glasses on Uranus!",
TDN2-3,"No Sc, msc: SupernovaAlt, sfx: Door_Chime,Door_Close, Next: [D1D-14]","She bolts out of the gas station.",
TDP2-1,"No Sc, msc: SupernovaAlt, no sfx, Next: [TDP2-2]","Her eyes light up from the soda in my hand.",
TDP2-2,"Sc: Calder, msc: SupernovaAlt, sfx: CALDER1, Next: [TDP2-3]","You guys carry Deia Deia Soda!? I have a coupon for those!",
TDP2-3,"No Sc, msc: SupernovaAlt, no sfx, Next: [TDP2-4]","She takes out a comically large coupon book and flips through the pages. She pulls out a coupon with a picture of Deia Deia Soda.",
TDP2-4,"Sc: Dmi, msc: SupernovaAlt, no sfx, Next: [TDP2-5a]","Huh. I guess you do. I’ll ring you up.",
TDP2-5a,"No Sc, msc: SupernovaAlt, sfx: CashRegister, Next: [TDP2-5]","-register chimes-",
TDP2-5,"Sc: Calder, msc: SupernovaAlt, sfx: CALDER3, Next: [TDP2-6a]","Thanks!",
TDP2-6a,"No Sc, msc: SupernovaAlt, sfx: Door_Chime,Door_Close, Next: [TDP2-6]","-door chimes and closes-",
TDP2-6,"No Sc, msc: SupernovaAlt, no sfx, Next: [D1D-14a]","The candle-headed alien makes her way out of the gas station. I catch a glimpse of a pretty snazzy ship outside. She’s got good taste.",
D1D-14a,"No Sc, msc: SupernovaAlt, sfx: FLUBBER1, Next: [D1D-14]","Flubber meows",
D1D-14,"No Sc, msc: SupernovaAlt, no sfx, Next: [D1D-15]","Flubber stares, unblinking.",
D1D-15,"No Sc, msc: SupernovaAlt, no sfx, Next: [ZD1a]","She usually does that when she’s happy!",
ZD1a,"No Sc, msc: SupernovaAlt, sfx: Door_Chime,Door_Open, Next: [D1D-16]","-door opens and chimes-",
D1D-16,"No Sc, msc: SupernovaAlt, no sfx, Next: [ZD1]","The cloudy person who enters the gas station yawns loudly. Her badge seems to twinkle under the industrial lights.",
ZD1,"Sc: Zerua, msc: SupernovaAlt, sfx: ZERUA_SLEEPY1, Next: [ZD1b]","I’m starting a new job outside of the solar system. Do you have Zolkan Coffee perchance?",
ZD1b,"No Sc, msc: SupernovaAlt, sfx: , Next: [TDN3-1,TDP3-1]","Select an item in the shop",
ZD1b-Option-1,"No Sc, msc: SupernovaAlt, sfx: , Next: [TDN3-1,TDP3-1]","",
ZD1b-Option-2,"No Sc, msc: SupernovaAlt, sfx: , Next: [TDN3-1,TDP3-1]","",
TDN3-1,"Sc: Zerua, msc: SupernovaAlt, sfx: ZERUA_SLEEPY1, Next: [TDN3-2]","This isn’t quite what I’m looking for…",
TDN3-2,"No Sc, msc: SupernovaAlt, no sfx, Next: [TDN3-3]","She pulls out her phone and notices the time. It seems to wake her up a little, but not much.",
TDN3-3,"Sc: Zerua, msc: SupernovaAlt, sfx: ZERUA_AWAKE3, Next: [TDN3-4]","Oh! Look at the time. I’ll just figure out a way to stay up when I get there! Tallyho, gas station employee!",
TDN3-4,"Sc: Dmi, msc: SupernovaAlt, no sfx, Next: [TDN3-4b]"," I have a nametag--",
TDN3-4b,"No Sc, msc: SupernovaAlt, sfx: Door_Chime,Door_Close, Next: [D1D-17a]","-door chimes and closes-",
TDP3-1,"Sc: Zerua, msc: SupernovaAlt, sfx: ZERUA_SLEEPY2, Next: [TDP3-2]","Oh, my stars! Thank you!",
TDP3-2,"No Sc, msc: SupernovaAlt, no sfx, Next: [TDP3-3]","Before I even placed the drink down for more than a nanosecond. They take a long sip. I don’t think I’ve ever seen anyone drink hot coffee that fast before…",
TDP3-3,"Sc: Zerua, msc: SupernovaAlt, sfx: Zerua_Short, Next: [TDP3-4]","Ah, that's better.",
TDP3-4,"No Sc, msc: SupernovaAlt, no sfx, Next: [TDP3-5]","I eye her badge and attempt to make some more conversation.",
TDP3-5,"Sc: Dmi, msc: SupernovaAlt, no sfx, Next: [TDP3-6]","Are you a clouditech? I think I’ve seen a badge like that before.",
TDP3-6,"No Sc, msc: SupernovaAlt, no sfx, Next: [TDP3-7]","She lets out a big smile. It's as if she’s been waiting for you to ask.",
TDP3-7,"Sc: Zerua, msc: SupernovaAlt, sfx: ZERUA_AWAKE2, Next: [TDP3-8]","Yes! I’m starting a new job architecting artificial clouds! I’ve been looking for a job forever.",
TDP3-8,"No Sc, msc: SupernovaAlt, no sfx, Next: [TDP3-9]","She waves her finger above her to-go cup. A mini cloud forms above her cup. Tiny bits of snow come down from it. She smiles proudly.",
TDP3-9,"No Sc, msc: SupernovaAlt, no sfx, Next: [TDP3-10]","I smile too.",
TDP3-10,"Sc: Dmi, msc: SupernovaAlt, no sfx, Next: [TDP3-11]","I hope you have a great time on your first day.",
TDP3-11,"Sc: Zerua, msc: SupernovaAlt, sfx: ZERUA_AWAKE1,CashRegister, Next: [TDP3-11b]"," Thank you! Please stay safe leaving the solar system soon! Tallyho!",
TDP3-11b,"No Sc, msc: SupernovaAlt, sfx: Door_Chime,Door_Close, Next: [D1D-17a]","-door chimes and closes-",
D1D-17a,"No Sc, msc: SupernovaAlt, sfx: FLUBBER2, Next: [D1D-17]","Flubber meows",
D1D-17,"No Sc, msc: SupernovaAlt, sfx: Flubber_Burp, Next: [D1D-18]","Flubber floats and burps. I smile and give her a pat on the head.",
D1D-18,"No Sc, msc: SupernovaAlt, no sfx, Next: [D1D-19]","She looks proud of herself.",
D1D-19,"No Sc, msc: SupernovaAlt, sfx: Boom_2, Next: [DD1-14]","I jump up from my seat as I hear a boom come from outside.",
DD1-14,"Sc: Dmi, msc: SupernovaAlt, no sfx, Next: [8D-1a]"," What the hell--!?",
8D-1a,"No Sc, msc: SupernovaAlt, sfx: Door_Chime,Door_Open, Next: [8D-1]","-door opens and chimes-",
8D-1,"Sc: 8008, msc: SupernovaAlt, sfx: 80008_Short, Next: [DD1-15]","Sup.",
DD1-15,"Sc: Dmi, msc: SupernovaAlt, no sfx, Next: [D1D-20]","Uh, sup? What was that?",
D1D-20,"No Sc, msc: SupernovaAlt, no sfx, Next: [8D-2]","He ignores me and his eyes- er...screen look up.",
8D-2,"Sc: 8008, msc: SupernovaAlt, sfx: 80008_2, Next: [DD1-16]","What was what?",
DD1-16,"Sc: Dmi, msc: SupernovaAlt, no sfx, Next: [8D-3]","The boom?",
8D-3,"Sc: 8008, msc: SupernovaAlt, sfx: 80008_Short, Next: [DD1-17]","What boom?",
DD1-17,"Sc: Dmi, msc: SupernovaAlt, no sfx, Next: [DD1-18]","The-- okay.",
DD1-18,"Sc: Dmi, msc: SupernovaAlt, no sfx, Next: [D1D-21]","Do you need something?",
D1D-21,"No Sc, msc: SupernovaAlt, sfx: 80008_hum2, Next: [8D-4]","A low hum comes from his circuits. He’s thinking.",
8D-4,"Sc: 8008, msc: SupernovaAlt, sfx: 80008_1, Next: [D1D-22]","You sell any Arinator brand stuff here? That one made by that smoking cyborg from outta the solar system?",
D1D-22,"No Sc, msc: SupernovaAlt, no sfx, Next: [DD1-19]","I’ve heard of Arinator probably. Cassiopeia’s a big fan of singers. Though something was kind of funny about this guy’s desperation. ",
DD1-19,"Sc: Dmi, msc: SupernovaAlt, no sfx, Next: [8D-5]","I mean, I can check to see what we got.",
8D-5,"Sc: 8008, msc: SupernovaAlt, sfx: 80008_3, Next: [8D-5b]","Sweet! I’ll also be putting 700 luncos on pump 2.",
8D-5b,"No Sc, msc: SupernovaAlt, sfx: , Next: [TDN4-1,TDP4-1]","Select an item in the shop",
8D-5b-Option-1,"No Sc, msc: SupernovaAlt, sfx: , Next: [TDN4-1,TDP4-1]","",
8D-5b-Option-2,"No Sc, msc: SupernovaAlt, sfx: , Next: [TDN4-1,TDP4-1]","",
TDN4-1,"Sc: 8008, msc: SupernovaAlt, sfx: 80008_Short, Next: [TDN4-2]","Bro.",
TDN4-2,"Sc: 8008, msc: SupernovaAlt, sfx: 80008_3, Next: [TDN4-3]"," This is NOT Arinator. She only has her face on the cover of all her products dude.",
TDN4-3,"No Sc, msc: SupernovaAlt, no sfx, Next: [TDN4-4]","His facial screen switches to a video of a cyborg woman performing a song on stage. Her fans are screaming their lungs out.",
TDN4-4,"Sc: 8008, msc: SupernovaAlt, sfx: 80008_1, Next: [TDN4-5]","See? You don’t recognize her?",
TDN4-5,"Sc: Dmi, msc: SupernovaAlt, no sfx, Next: [TDN4-6]","Oh, well...I don’t think I really know her stuff.",
TDN4-6,"Sc: 8008, msc: SupernovaAlt, sfx: 80008_2, Next: [TDN4-6b]","Fine...I’ll just get gas.",
TDN4-6b,"No Sc, msc: SupernovaAlt, sfx: Door_Chime,Door_Close, Next: [TDN4-7]","-door chimes and closes-",
TDN4-7,"No Sc, msc: SupernovaAlt, no sfx, Next: [TDN4-8]","I stare out the window and watch as 8008 picks up a gas pump and guzzles it straight from the nozzle. His screen shows a sad face with a tear. He then blasts off into space.",
TDN4-8,"No Sc, msc: SupernovaAlt, no sfx, Next: [D1D-24a]","Poor guy.",
TDP4-1,"Sc: 8008, msc: SupernovaAlt, sfx: 80008_1, Next: [TDP4-5]","Yes! Arinator’s limited edition Mint choco paste? I thought this was sold out everywhere!",
TDP4-5,"Sc: Dmi, msc: SupernovaAlt, no sfx, Next: [TDP4-6]","I mean, it's mint chocolate toothpaste isn’t it?",
TDP4-6,"Sc: Dmi, msc: SupernovaAlt, no sfx, Next: [TDP4-7]","I don’t think anyone is in a rush to buy that.",
TDP4-7,"Sc: 8008, msc: SupernovaAlt, sfx: 80008_2,CashRegister, Next: [TDP4-7b]","You just don’t understand the intricacies of something like this! Anything she endorses is a godsend!",
TDP4-7b,"No Sc, msc: SupernovaAlt, sfx: Door_Close,Door_Chime, Next: [TDP4-8]","-door chimes and closes-",
TDP4-8,"No Sc, msc: SupernovaAlt, no sfx, Next: [TDP4-9]","He wipes his face (screen?). Then blasts off with his bang of Arinator branded toothpaste in hand.",
TDP4-9,"No Sc, msc: SupernovaAlt, no sfx, Next: [D1D-24a]","Glad he found what he wanted.",
D1D-24a,"No Sc, msc: SupernovaAlt, sfx: Door_Chime,Door_Open, Next: [D1D-24]","-door opens and chimes-",
D1D-24,"No Sc, msc: SupernovaAlt, no sfx, Next: [CRD1]","An old man enters the gas station. He seems to have some kind of air of caution around him. The way he whips his head around makes him look like he is expecting an attack at any moment.",
CRD1,"Sc: Crust, msc: SupernovaAlt, sfx: Crust_Short, Next: [DD1-20]","Salutations, Martian.",
DD1-20,"Sc: Dmi, msc: SupernovaAlt, no sfx, Next: [CRD2]","Uh, hello? Do you need something, sir?",
CRD2,"Sc: Crust, msc: SupernovaAlt, sfx: CRUST2, Next: [D1D-25]","Yes, I actually have a list here…",
D1D-25,"No Sc, msc: SupernovaAlt, no sfx, Next: [CRD3]","He pulls out a tiny holosheet and starts to read off of it.",
CRD3,"Sc: Crust, msc: SupernovaAlt, sfx: CRUST3, Next: [DD1-21]","I’m looking for duct tape, five laser blasters, a medkit, a flaming katana--",
DD1-21,"Sc: Dmi, msc: SupernovaAlt, no sfx, Next: [D1D-26]","Sir, this is a gas station.",
D1D-26,"No Sc, msc: SupernovaAlt, no sfx, Next: [CRD4]","He stares blankly at me.",
CRD4,"Sc: Crust, msc: SupernovaAlt, sfx: CRUST1, Next: [DD1-22]","...Can I at least get the katana?",
DD1-22,"Sc: Dmi, msc: SupernovaAlt, no sfx, Next: [D1D-27]"," What do you even need a Katana for?!",
D1D-27,"No Sc, msc: SupernovaAlt, sfx: Crust_Laugh, Next: [CRD5]","The man lets out a hearty laugh. He slaps his rocky chest. Pebbles fall off him.",
CRD5,"Sc: Crust, msc: SupernovaAlt, sfx: CRUST2, Next: [CRD6]","Doomsday is in just three days! While you’re in here wasting away working MINIMUM wage!",
CRD6,"Sc: Crust, msc: SupernovaAlt, sfx: CRUST1, Next: [DD1-23]","I, Crust, from Mercury, will look at this burning ball of hell gas, and say…",
DD1-23,"Sc: Dmi, msc: SupernovaAlt, no sfx, Next: [CRD7]","…",
CRD7,"Sc: Crust, msc: SupernovaAlt, sfx: Crust_Short, Next: [D1D-28]","No.",
D1D-28,"No Sc, msc: SupernovaAlt, no sfx, Next: [DD1-24]","He smiles widely.",
DD1-24,"Sc: Dmi, msc: SupernovaAlt, no sfx, Next: [CRD8]","Sir, I don’t think you will survive a supernova.",
CRD8,"Sc: Crust, msc: SupernovaAlt, sfx: CRUST2, Next: [CRD9]","I will. Born from the crust of Mercury, I can survive anything.",
CRD9,"Sc: Crust, msc: SupernovaAlt, sfx: CRUST1, Next: [D1D-29]","Besides didn’t you hear? The supernova is a cover-up by the intergalactic association--",
D1D-29,"No Sc, msc: SupernovaAlt, no sfx, Next: [DD1-25]","Oh, brother. ",
DD1-25,"Sc: Dmi, msc: SupernovaAlt, no sfx, Next: [CRD10]","How about this Crust? I can help you get something that can help you out in your…",
CRD10,"Sc: Crust, msc: SupernovaAlt, sfx: CRUST2, Next: [DD1-26]","My supernova bunker.",
DD1-26,"Sc: Dmi, msc: SupernovaAlt, no sfx, Next: [DD1-27]","Your supernova bunker.",
DD1-27,"Sc: Dmi, msc: SupernovaAlt, no sfx, Next: [DD1-27b]"," Alright... a nonperishable snack will be good.",
DD1-27b,"No Sc, msc: SupernovaAlt, no sfx, Next: [TDN5-1,TDP5-1]","Select an item in the shop",
DD1-27b-Option-1,"No Sc, msc: SupernovaAlt, no sfx, Next: [TDN5-1,TDP5-1]","",
DD1-27b-Option-2,"No Sc, msc: SupernovaAlt, no sfx, Next: [TDN5-1,TDP5-1]","",
TDN5-1,"Sc: Crust, msc: SupernovaAlt, sfx: CRUST2, Next: [TDN5-2]","Sorry kid, but I don’t really think something like this is going to be much use in my bunker.",
TDN5-2,"Sc: Crust, msc: SupernovaAlt, sfx: CRUST1, Next: [TDN5-3]","You sure you don’t have blasters in the back?",
TDN5-3,"Sc: Dmi, msc: SupernovaAlt, no sfx, Next: [TDN5-4]","We’re still just a gas station, sir.",
TDN5-4,"Sc: Crust, msc: SupernovaAlt, sfx: Crust_Short, Next: [TDN5-5]"," Alright.",
TDN5-5,"Sc: Crust, msc: SupernovaAlt, sfx: CRUST2, Next: [D1D-30a]","Stay safe, kid. I gotta go prep my bunker some more.",
TDP5-1,"Sc: Crust, msc: SupernovaAlt, sfx: CRUST3, Next: [TDP5-2]","Jerky! You’re thinking like a true survivor kid! This is great!",
TDP5-2,"Sc: Dmi, msc: SupernovaAlt, no sfx, Next: [TDP5-3]","Heh, thanks. I just remembered it from a TV show called Survivorz.",
TDP5-3,"No Sc, msc: SupernovaAlt, no sfx, Next: [TDP5-4]","Before you could even ring it up the man opens the bag and starts eating the jerky.",
TDP5-4,"Sc: Crust, msc: SupernovaAlt, sfx: CRUST1, Next: [TDP5-5]","Hm, you got somewhere to go kid? I can formally invite you to my bunker if ya want.",
TDP5-5,"Sc: Dmi, msc: SupernovaAlt, no sfx, Next: [TDP5-6]","Oh, nah. I’ll be here.",
TDP5-6,"No Sc, msc: SupernovaAlt, no sfx, Next: [TDP5-7]","Crust chokes on a piece of jerky and coughs. He bumps his chest a few times.",
TDP5-7,"Sc: Crust, msc: SupernovaAlt, sfx: CRUST2, Next: [TDP5-8]","Why? Don’t you got someone special to go home to?",
TDP5-8,"Sc: Crust, msc: SupernovaAlt, sfx: CRUST1, Next: [TDP5-9]","I’d expect you young’uns to hightail it outta here.",
TDP5-9,"No Sc, msc: SupernovaAlt, no sfx, Next: [TDP5-10]","A familiar face flashes in my mind. My normal bored expression cracks.",
TDP5-10,"Sc: Dmi, msc: SupernovaAlt, no sfx, Next: [TDP5-11]","She’ll be fine without me. Besides, I like to be kept busy.",
TDP5-11,"No Sc, msc: SupernovaAlt, no sfx, Next: [TDP5-11b]","Crust doesn’t speak. I listen to his chewing. He rummages in his pocket to give me his luncos.",
TDP5-11b,"No Sc, msc: SupernovaAlt, sfx: CashRegister, Next: [TDP5-12]","-cash register chime-",
TDP5-12,"Sc: Crust, msc: SupernovaAlt, sfx: CRUST1, Next: [TDP5-13]","Don’t be too sure about that kid. Don’t choose for others how important you are to them.",
TDP5-13,"Sc: Crust, msc: SupernovaAlt, sfx: CRUST2, Next: [TDP5-14]","I’m gonna be fine when things go down, but you won’t. Talk to who you’re thinking bout.",
TDP5-14,"No Sc, msc: SupernovaAlt, no sfx, Next: [TDP5-15]","I don’t answer. It's a bit surprising I feel I am getting life advice from this apocalyptic junkie of some sort.",
TDP5-15,"No Sc, msc: SupernovaAlt, no sfx, Next: [TDP5-16]","He smiles and waves at me before leaving. I watch the small bits of rock fall to the ground.",
TDP5-16,"No Sc, msc: SupernovaAlt, no sfx, Next: [D1D-30a]","I’ll be cleaning that up.",
D1D-30a,"No Sc, msc: SupernovaAlt, sfx: Door_Chime,Door_Close, Next: [D1D-30]","-door chimes and closes-",
D1D-30,"No Sc, msc: SupernovaAlt, no sfx, Next: [D1D-31]","It's almost closing time…",
D1D-31,"No Sc, msc: SupernovaAlt, no sfx, Next: [D1D-31b]","Flubber lounges in her usual spot. I smile and scratch under her chin.",
D1D-31b,"No Sc, msc: SupernovaAlt, sfx: FLUBBER2, Next: [DD1-28]","Flubber Meows",
DD1-28,"Sc: Dmi, msc: SupernovaAlt, no sfx, Next: [DD1-28b]","We had a good day didn’t we?",
DD1-28b,"No Sc, msc: SupernovaAlt, sfx: Text_1, Next: [D1D-32]","-phone chimes-",
D1D-32,"No Sc, msc: SupernovaAlt, no sfx, Next: [T2]","I facepalm as I remember I never messaged Cassiopeia back.",
T2,"Sc: Cassiopeia, on phone, msc: SupernovaAlt, sfx: Pocket_Swoosh_1, Next: [T3]","Dmi? Are u ghosting me?",
T3,"Sc: Cassiopeia, on phone, msc: SupernovaAlt, sfx: Text_4_vibrate, Next: [TDN6-1,TDP6-1]","Not cool! im worried about u!",
T3-Option-1,"Sc: Cassiopeia, on phone, msc: SupernovaAlt, sfx: Text_4_vibrate, Next: [TDN6-1,TDP6-1]","You don’t need to keep messaging.",
T3-Option-2,"Sc: Cassiopeia, on phone, msc: SupernovaAlt, sfx: Text_4_vibrate, Next: [TDN6-1,TDP6-1]","Sorry, got caught up.",
TDN6-1,"Sc: Dmi, on phone, msc: SupernovaAlt, no sfx, Next: [TDN6-2]","I’ll just get back to u when i get back to u.",
TDN6-2,"Sc: Cassiopeia, on phone, msc: SupernovaAlt, sfx: Text_4_vibrate, Next: [TDN6-3]","Ouch, remind me to never be worried about u again :/",
TDN6-3,"Sc: Dmi, on phone, msc: SupernovaAlt, no sfx, Next: [TDN6-4]","Nah, I didn’t mean it like that. I’m just busy.",
