"location","context","source","target"
"FD1-1","Sc: Flubber, msc: SupernovaAlt, sfx: FLUBBER2, Next: [ROD1-8]","Meow","Miau"
"ROD1-8","Sc: Rob, msc: SupernovaAlt, sfx: Rob_Short, Next: [DD1-5]","See?","Viu?"
"DD1-5","Sc: Dmi, msc: SupernovaAlt, no sfx, Next: [ROD1-9]","Fine...","Tá bom..."
"ROD1-9","Sc: Rob, msc: SupernovaAlt, sfx: ROB1, Next: [ROD1-10]","Thanks! Thats why I always tell people we need more Dmis at Cosmic Fuel!","Valeu! Por isso que eu sempre falo que nós precisamos de mais Dmis na Astrobrás!"
"ROD1-10","No Sc, msc: SupernovaAlt, sfx: Door_Chime,Door_Close, Next: [D1D-3]","-door opens and chimes-","-porta abre e apita-"
"D1D-3","No Sc, msc: SupernovaAlt, no sfx, Next: [D1D-4]","Ugh, Rob’s always piling stuff on me like this.","Afe, o Rob sempre joga coisa pra cima de mim."
"D1D-4","No Sc, msc: SupernovaAlt, no sfx, Next: [CalderEnter]","I stare at my phone. I shouldn’t leave Cassie hanging…","Eu encaro meu celular. Eu não devia deixar a Cassie no vácuo..."
"CalderEnter","No Sc, msc: SupernovaAlt, sfx: Door_Chime,Door_Open, Next: [D1D-5]","-door opens and chimes-","-porta abre e apita-"
"D1D-5","No Sc, msc: SupernovaAlt, no sfx, Next: [D1D-6]","Cassiopeia’s got to wait.","A Cassiopeia vai ter que esperar."
"D1D-6","No Sc, msc: SupernovaAlt, no sfx, Next: [DD1-6]","The customer before me nods her head to the beat coming from her headphones. He sizes up the shelves. Almost looks like he has the intention of cleaning out our stock.","A cliente balança a cabeça conforme a batida do seu fone. Ele analisa as prateleiras. Parece até que quer esvaziar nosso estoque. "
"DD1-6","Sc: Dmi, msc: SupernovaAlt, no sfx, Next: [CAD-1]","Uh, do you need anything?","Hm, precisa de alguma coisa?"
"CAD-1","Sc: Calder, msc: SupernovaAlt, sfx: Calder_Short, Next: [D1D-7]","What!?","O quê?!"
"D1D-7","No Sc, msc: SupernovaAlt, no sfx, Next: [DD1-7]","What type of music is that? R&B? Retro R&B?","Que tipo de música é essa? R&B? R&B retrô?"
"DD1-7","Sc: Dmi, msc: SupernovaAlt, no sfx, Next: [CAD-2]","DO YOU NEED ANYTHING?","VOCÊ PRECISA DE ALGUMA COISA?"
"CAD-2","Sc: Calder, msc: SupernovaAlt, sfx: CALDER2, Next: [DD1-8]","DO I WHAT? I’M NOT GOOD AT READING LIPS!","EU O QUÊ? SOU PÉSSIMA EM LER LÁBIOS!"
"DD1-8","Sc: Dmi, msc: SupernovaAlt, no sfx, Next: [CAD-3]","TURN IT DOWN!","ABAIXA O VOLUME!"
"CAD-3","Sc: Calder, msc: SupernovaAlt, sfx: Calder_Short, Next: [D1D-8]","Oh!","Ah!"
"D1D-8","No Sc, msc: SupernovaAlt, no sfx, Next: [CAD-4]","She adjusts the volume of her headphones.","Ela ajusta o volume do seu fone."
"CAD-4","Sc: Calder, msc: SupernovaAlt, sfx: CALDER1, Next: [CAD-5]","Sorry, I sometimes forget to just turn off the music.","Foi mal, as vezes eu esqueço de pausar a música."
"CAD-5","Sc: Calder, msc: SupernovaAlt, sfx: CALDER3, Next: [DD1-9a,DD1-11a]","Do you have a Doomsday sale going on?","Vocês tem um desconto de Fim dos Tempos rolando?"
"CAD-5-Option-1","Sc: Calder, msc: SupernovaAlt, sfx: CALDER3, Next: [DD1-9a,DD1-11a]","Doomsday Sale?","Desconto de Fim dos Tempos?"
"CAD-5-Option-2","Sc: Calder, msc: SupernovaAlt, sfx: CALDER3, Next: [DD1-9a,DD1-11a]","Sure, if you just take it.","Claro, é só você levar."
"DD1-9a","Sc: Dmi, msc: SupernovaAlt, no sfx, Next: [DD1-9b]","Doomsday Sale?","Desconto de Fim dos Tempos?"
"DD1-9b","Sc: Dmi, msc: SupernovaAlt, no sfx, Next: [CAD-6]","We’re supposed to have one?","Era pra gente ter um?"
"CAD-6","Sc: Calder, msc: SupernovaAlt, sfx: CALDER2, Next: [D1D-9]","Well, why not? I looked it up on Froogle.","Ué, por que não? Dei uma olhada sobre no Froogle."
"D1D-9","No Sc, msc: SupernovaAlt, no sfx, Next: [DD1-10]","I sigh. She’s one of those customers.","Eu suspiro. Ela é uma daquelas clientes."
"DD1-10","Sc: Dmi, msc: SupernovaAlt, no sfx, Next: [CAD-9]","Sorry, there are no Doomsday promotions going on. If you cash in with your Cosmic membership that’ll take a few luncos off.","Desculpa, não tem nenhuma promoção de Fim dos Tempos acontecendo. Se você usar sua fidelidade Cosmic, você vai ganhar alguns luncos de desconto."
"DD1-11a","Sc: Dmi, msc: SupernovaAlt, no sfx, Next: [DD1-11b]","Sure, if you just take it.","Claro, é só você levar."
"DD1-11b","Sc: Dmi, msc: SupernovaAlt, no sfx, Next: [D1D-10]","It’ll be 100% off then.","O desconto vai ser de 100% então."
"D1D-10","No Sc, msc: SupernovaAlt, no sfx, Next: [CAD-7]","Calder’s eyes widen.","Calder arregala os olhos."
"CAD-7","Sc: Calder, msc: SupernovaAlt, sfx: CALDER1, Next: [D1D-11]","Really? I can just take it?","Sério? É só levar?"
"D1D-11","No Sc, msc: SupernovaAlt, no sfx, Next: [DD1-12]","Excitement spreads across his face.","A alegria toma conta de seu rosto."
"DD1-12","Sc: Dmi, msc: SupernovaAlt, no sfx, Next: [D1D-12]","No.","Não."
"D1D-12","No Sc, msc: SupernovaAlt, no sfx, Next: [CAD-8]","Her smile fades.","Seu sorriso some."
"CAD-8","Sc: Calder, msc: SupernovaAlt, sfx: Calder_Short, Next: [D1D-13]","Aww man.","Poxa, cara."
"D1D-13","No Sc, msc: SupernovaAlt, sfx: Calder_Grunt3, Next: [CAD-9]","He huffs.","Ele bufa."
"CAD-9","Sc: Calder, msc: SupernovaAlt, sfx: CALDER1, Next: [DD1-13]","Alright then, can I put 400 Luncos on pump 2, and what type of fizzy drinks do you have? You’ve gotta have a 2-for-1 deal here.","Beleza então, posso colocar 400 Luncos no tanque 2, e quais tipos de bebidas com gás você tem? Tem que ter pelo menos um desconto de 2-por-1 aqui."
"DD1-13","Sc: Dmi, msc: SupernovaAlt, no sfx, Next: [CalderShopChoice]","Hold on, I think I have something in mind.","Espera, acho que tenho algo em mente."
"CalderShopChoice","No Sc, msc: SupernovaAlt, no sfx, Next: [TDP2-1,TDN2-1]","Select an item in the shop","Selecione um item na loja."
"CalderShopChoice-Option-1","No Sc, msc: SupernovaAlt, no sfx, Next: [TDP2-1,TDN2-1]","",""
"CalderShopChoice-Option-2","No Sc, msc: SupernovaAlt, no sfx, Next: [TDP2-1,TDN2-1]CalderShopChoice-Option-2","",""
"TDP2-1","No Sc, msc: SupernovaAlt, no sfx, Next: [TDP2-2]","Her eyes light up from the soda in my hand.","Os olhos dela brilham ao ver o refrigerante na minha mão."
"TDP2-2","Sc: Calder, msc: SupernovaAlt, sfx: CALDER1, Next: [TDP2-3]","You guys carry Deia Deia Soda!? I have a coupon for those!","Vocês tem Refri Deia Deia!? Eu tenho um cupom pra eles!"
"TDP2-3","No Sc, msc: SupernovaAlt, no sfx, Next: [TDP2-4]","He pulls out a comically large coupon book and flips through the pages. She passes a coupon with a picture of Deia Deia Soda.","Ele pega um livro de cupons gigantesco e folheia as páginas. Ela me entrega um cupom com uma imagem do Refri Deia Deia."
"TDP2-4","Sc: Dmi, msc: SupernovaAlt, no sfx, Next: [TDP2-5a]","Huh. I guess you do. I’ll ring you up.","Eita. E não é que tem mesmo? Vou passar aqui."
"TDP2-5a","No Sc, msc: SupernovaAlt, sfx: CashRegister, Next: [TDP2-5]","-register chimes-","-a caixa registradora apita-"
"TDP2-5","Sc: Calder, msc: SupernovaAlt, sfx: CALDER3, Next: [TDP2-6a]","Thanks!","Brigada!"
"TDP2-6a","No Sc, msc: SupernovaAlt, sfx: Door_Chime,Door_Close, Next: [TDP2-6]","-door chimes and closes-","-a porta apita e fecha-"
"TDP2-6","No Sc, msc: SupernovaAlt, no sfx, Next: [D1D-14a]","The candle-headed alien makes his way out of the gas station. I catch a glimpse of a snazzy-looking ship outside. She’s got good taste.","O alienígena cabeça-de-vela vai embora. Vejo de relance uma nave descoladíssima lá fora. Ela tem bom gosto."
"D1D-14a","No Sc, msc: SupernovaAlt, sfx: FLUBBER1, Next: [D1D-14]","Flubber meows","Flubber mia."
"TDN2-1","Sc: Calder, msc: SupernovaAlt, sfx: CALDER1, Next: [TDN2-2]","Uh, this isn’t what I was really looking for.","Ugh, não era isso que eu tava procurando."
"TDN2-2","Sc: Calder, msc: SupernovaAlt, sfx: CALDER3, Next: [TDN2-3]","I’ve gotta go! I almost forgot there is a sale on 5D glasses on Uranus!","Tenho que ir! Eu quase esqueci de tem um desconto de óculos 5D rolando em Urano!"
"TDN2-3","No Sc, msc: SupernovaAlt, sfx: Door_Chime,Door_Close, Next: [D1D-14]","He bolts out of the gas station.","Ele sai em disparada do posto de combustível."
"D1D-14","No Sc, msc: SupernovaAlt, no sfx, Next: [D1D-15]","Flubber stares, unblinking.","Flubber encara, sem piscar."
"D1D-15","No Sc, msc: SupernovaAlt, no sfx, Next: [ZD1a]","She usually does that when she’s happy!","Ela costuma fazer isso quando tá feliz!"
"ZD1a","No Sc, msc: SupernovaAlt, sfx: Door_Chime,Door_Open, Next: [D1D-16]","-door opens and chimes-","-porta abre e apita-"
"D1D-16","No Sc, msc: SupernovaAlt, no sfx, Next: [ZD1]","The cloudy person who enters the gas station yawns loudly. Her badge twinkles under the industrial lights.","Uma pessoa nuviosa entra na loja e boceja alto. Seu crachá cintila, refletindo as luzes industriais."
"ZD1","Sc: Zerua, msc: SupernovaAlt, sfx: ZERUA_SLEEPY1, Next: [ZD1b]","I’m starting a new job outside of the solar system. Do you have Zolkan Coffee perchance?","Estou começando um novo emprego fora do sistema solar. Você teria Café Zolkano?"
"ZD1b","No Sc, msc: SupernovaAlt, sfx: , Next: [TDP3-1,TDN3-1]","Select an item in the shop","Selecione um item na loja."
"ZD1b-Option-1","No Sc, msc: SupernovaAlt, sfx: , Next: [TDP3-1,TDN3-1]","",""
"ZD1b-Option-2","No Sc, msc: SupernovaAlt, sfx: , Next: [TDP3-1,TDN3-1]ZD1b-Option-2","",""
"TDP3-1","Sc: Zerua, msc: SupernovaAlt, sfx: ZERUA_SLEEPY2, Next: [TDP3-2]","Oh, my stars! Thank you!","Ah, santas estrelas! Obrigada!"
"TDP3-2","No Sc, msc: SupernovaAlt, no sfx, Next: [TDP3-3]","Before the drink sits for more than a nanosecond, it takes a long sip. I don’t think I’ve ever seen anyone down hot coffee that fast before…","No mesmo nanossegundo em que a bebida encosta no balcão, ili bebe tudo com um só gole. Acho que eu nunca vi alguém descer um copo inteiro de café quente tão rápido assim..."
"TDP3-3","Sc: Zerua, msc: SupernovaAlt, sfx: Zerua_Short, Next: [TDP3-4]","Ah, that's better.","Ah, agora sim."
"TDP3-4","No Sc, msc: SupernovaAlt, no sfx, Next: [TDP3-5]","I eye their badge and rattle my brain for a topic of conversation.","Olho pro seu crachá e vasculho o meu cérebro pra tentar puxar assunto."
"TDP3-5","Sc: Dmi, msc: SupernovaAlt, no sfx, Next: [TDP3-6]","Are you a clouditech? I think I’ve seen a badge like that before.","Você é uma nuvitecta? Acho que já vi um crachá assim antes."
"TDP3-6","No Sc, msc: SupernovaAlt, no sfx, Next: [TDP3-7]","It lets out a big smile. It's as if they’ve been waiting for anyone to ask them all day.","Ili dá um sorriso de ponta a ponta. É como se ili tivesse esperando alguém fazer essa pergunta o dia todo."
"TDP3-7","Sc: Zerua, msc: SupernovaAlt, sfx: ZERUA_AWAKE2, Next: [TDP3-8]","Yes! I’m starting a new job architecting artificial clouds! I’ve been looking for a job forever.","Sim! Eu estou começando um novo emprego arquitetando nuvens artificiais! Venho procurando um emprego há uma eternidade!"
"TDP3-8","No Sc, msc: SupernovaAlt, no sfx, Next: [TDP3-9]","She waves her finger above her to-go cup. A mini cloud forms above their cup. Bits of snow sprinkle down. She smiles proudly.","Com um aceno do dedo indicador, ela cria uma mini nuvem acima de seu copo pra viagem. Pedacinhos de neve caem. Ela sorri, orgulhosa. "
"TDP3-9","No Sc, msc: SupernovaAlt, no sfx, Next: [TDP3-10]","I smile too.","Eu sorrio também."
"TDP3-10","Sc: Dmi, msc: SupernovaAlt, no sfx, Next: [TDP3-11]","I hope your first day is all you want it to be.","Espero que seu primeiro dia seja tudo o que você deseja."
"TDP3-11","Sc: Zerua, msc: SupernovaAlt, sfx: ZERUA_AWAKE1,CashRegister, Next: [TDP3-11b]"," Thank you! Please stay safe leaving the solar system soon! Tallyho!"," Obrigada! Por favor fique segure quando for sair do sistema solar em breve! Tchau-tchau!"
"TDP3-11b","No Sc, msc: SupernovaAlt, sfx: Door_Chime,Door_Close, Next: [D1D-17a]","-door chimes and closes-","-a porta apita e fecha-"
"TDN3-1","Sc: Zerua, msc: SupernovaAlt, sfx: ZERUA_SLEEPY1, Next: [TDN3-2]","This isn’t quite what I’m looking for…","Isso não é bem o que eu estava procurando..."
"TDN3-2","No Sc, msc: SupernovaAlt, no sfx, Next: [TDN3-3]","They pull out their phone and notice the time. It seems to wake her up a little, but not much.","Elu puxa o celular e vê a hora. Isso parece acordar ela um pouco, mas não muito."
"TDN3-3","Sc: Zerua, msc: SupernovaAlt, sfx: ZERUA_AWAKE3, Next: [TDN3-4]","Oh! Look at the time. I’ll just figure out a way to stay up when I get there! Tallyho, gas station employee!","Ah! Olha só a hora. Eu dou um jeito de ficar acordade quando chegar lá! Tchau-tchau, funcionárie do posto!"
"TDN3-4","Sc: Dmi, msc: SupernovaAlt, no sfx, Next: [TDN3-4b]"," I have a nametag--"," Eu tenho um crachá..."
"TDN3-4b","No Sc, msc: SupernovaAlt, sfx: Door_Chime,Door_Close, Next: [D1D-17a]TDN3-4b","-door chimes and closes-","-a porta apita e fecha-"
"D1D-17a","No Sc, msc: SupernovaAlt, sfx: FLUBBER2, Next: [D1D-17]","Flubber meows","Flubber mia."
"D1D-17","No Sc, msc: SupernovaAlt, sfx: Flubber_Burp, Next: [D1D-18]","Flubber floats and burps. I smile and give her a pat on the head.","Flubber flutua e arrota. Eu sorrio e acaricio a cabeça dela."
"D1D-18","No Sc, msc: SupernovaAlt, no sfx, Next: [D1D-19]","She looks proud of herself.","Ela parece orgulhosa de si mesma."
"D1D-19","No Sc, msc: SupernovaAlt, sfx: Boom_2, Next: [DD1-14]","I jump up from my seat as I hear a boom come from outside.","Eu pulo da minha cadeira quando ouço um estrondo vindo do lado de fora."
"DD1-14","Sc: Dmi, msc: SupernovaAlt, no sfx, Next: [8D-1a]"," What the hell--!?"," O que que foi isso...!?"
"8.0D-1a","No Sc, msc: SupernovaAlt, sfx: Door_Chime,Door_Open, Next: [8D-1]","-door opens and chimes-","-porta abre e apita-"
"8.0D-1","Sc: 8008, msc: SupernovaAlt, sfx: 80008_Short, Next: [DD1-15]","Sup.","Eae?"
"DD1-15","Sc: Dmi, msc: SupernovaAlt, no sfx, Next: [D1D-20]","Uh, sup? What was that?","Uhh, eae? O que que foi aquilo?"
"D1D-20","No Sc, msc: SupernovaAlt, no sfx, Next: [8D-2]","He ignores me and his eyes- er...screen look up.","Ele me ignora e seus olhos- erm... tela olham pra cima."
"8.0D-2","Sc: 8008, msc: SupernovaAlt, sfx: 80008_2, Next: [DD1-16]","What was what?","O que foi o quê?"
"DD1-16","Sc: Dmi, msc: SupernovaAlt, no sfx, Next: [8D-3]","The boom?","O estrondo?"
"8.0D-3","Sc: 8008, msc: SupernovaAlt, sfx: 80008_Short, Next: [DD1-17]","What boom?","Que estrondo?"
"DD1-17","Sc: Dmi, msc: SupernovaAlt, no sfx, Next: [DD1-18]","The-- okay.","O... beleza."
"DD1-18","Sc: Dmi, msc: SupernovaAlt, no sfx, Next: [D1D-21]","Do you need something?","Você precisa de algo?"
"D1D-21","No Sc, msc: SupernovaAlt, sfx: 80008_hum2, Next: [8D-4]","A low hum comes from his circuits. He’s thinking.","Um zunido baixo sai de seus circuitos. Ele tá pensando."
"8.0D-4","Sc: 8008, msc: SupernovaAlt, sfx: 80008_1, Next: [D1D-22]","You sell any Arinator brand stuff here? That one made by that smoking cyborg from outta the solar system?","Vocês vendem alguma coisa da marca Arinator aqui? A marca daquela ciborgue sexy de fora do sistema solar?"
"D1D-22","No Sc, msc: SupernovaAlt, no sfx, Next: [DD1-19]","I’ve heard of Arinator probably. Cassiopeia’s a big fan of singers. Though something was kind of funny about this guy’s desperation. ","Eu provavelmente já ouvi falar da Arinator. Cassiopeia gosta muito de cantores. Mas tem alguma coisa engraçada no desespero desse cara. "
"DD1-19","Sc: Dmi, msc: SupernovaAlt, no sfx, Next: [8D-5]","I mean, I can check to see what we got.","Bom, eu posso dar uma olhadinha no que temos."
"8.0D-5","Sc: 8008, msc: SupernovaAlt, sfx: 80008_3, Next: [8D-5b]","Sweet! I’ll also be putting 700 luncos on pump 2.","Show! Eu também vou colocar 700 luncos na bomba 2."
"8.0D-5b","No Sc, msc: SupernovaAlt, sfx: , Next: [TDP4-1,TDN4-1]","Select an item in the shop","Selecione um item na loja."
"8D-5b-Option-1","No Sc, msc: SupernovaAlt, sfx: , Next: [TDP4-1,TDN4-1]","",""
"8D-5b-Option-2","No Sc, msc: SupernovaAlt, sfx: , Next: [TDP4-1,TDN4-1]8D-5b-Option-2","",""
"TDP4-1","Sc: 8008, msc: SupernovaAlt, sfx: 80008_1, Next: [TDP4-5]","Yes! Arinator’s limited edition Mint choco paste? I thought this was sold out everywhere!","Isso! A pasta de dente de edição limitada da Arinator sabor chocomenta? Eu achava que tava esgotada em todo lugar!"
"TDP4-5","Sc: Dmi, msc: SupernovaAlt, no sfx, Next: [TDP4-6]","I mean, it's mint chocolate toothpaste isn’t it?","Tipo, é pasta de dente de chocomenta, né?"
"TDP4-6","Sc: Dmi, msc: SupernovaAlt, no sfx, Next: [TDP4-7]","I don’t think anyone is in a rush to buy that.","Eu não acho que ninguém tá correndo pra comprar isso."
"TDP4-7","Sc: 8008, msc: SupernovaAlt, sfx: 80008_2,CashRegister, Next: [TDP4-7b]","You just don’t understand the intricacies of something like this! Anything she endorses is a godsend!","Você simplesmente não faz ideia do quão complexo isso aqui é! Tudo que ela indica é divino!"
"TDP4-7b","No Sc, msc: SupernovaAlt, sfx: Door_Close,Door_Chime, Next: [TDP4-8]","-door chimes and closes-","-a porta apita e fecha-"
"TDP4-8","No Sc, msc: SupernovaAlt, no sfx, Next: [TDP4-9]","He wipes his face (screen?). Then blasts off with his bang of Arinator branded toothpaste in hand.","Ele limpa seu rosto (tela?). E decola com seu tubão de pasta de dente Arinator na mão."
"TDP4-9","No Sc, msc: SupernovaAlt, no sfx, Next: [D1D-24a]","Glad he found what he wanted.","Que bom que ele achou o que queria."
"TDN4-1","Sc: 8008, msc: SupernovaAlt, sfx: 80008_Short, Next: [TDN4-2]","Bro.","Mano."
"TDN4-2","Sc: 8008, msc: SupernovaAlt, sfx: 80008_3, Next: [TDN4-3]"," This is NOT Arinator. She only has her face on the cover of all her products dude."," Essa NÃO é a Arinator. Ela tem o rosto dela na frente de todos os produtos dela, cara."
"TDN4-3","No Sc, msc: SupernovaAlt, no sfx, Next: [TDN4-4]","His facial screen switches to a video of a cyborg woman performing a song on stage. Her fans are screaming their lungs out.","Sua tela facial muda pra um vídeo de uma ciborgue cantando uma música no palco. Seus fãs tão se acabando de gritar."
"TDN4-4","Sc: 8008, msc: SupernovaAlt, sfx: 80008_1, Next: [TDN4-5]","See? You don’t recognize her?","Viu? Você não sabe quem ela é?"
"TDN4-5","Sc: Dmi, msc: SupernovaAlt, no sfx, Next: [TDN4-6]","Oh, well...I don’t think I really know her stuff.","Ah, olha... eu não manjo muito do trabalho dela."
"TDN4-6","Sc: 8008, msc: SupernovaAlt, sfx: 80008_2, Next: [TDN4-6b]","Fine...I’ll just get gas.","Tá... Só vou colocar combustível."
"TDN4-6b","No Sc, msc: SupernovaAlt, sfx: Door_Chime,Door_Close, Next: [TDN4-7]","-door chimes and closes-","-a porta apita e fecha-"
"TDN4-7","No Sc, msc: SupernovaAlt, no sfx, Next: [TDN4-8]","I stare out the window and watch as 8008 picks up a gas pump and guzzles it straight from the nozzle. His screen shows a sad face with a tear. He then blasts off into space.","Eu olho pela janela e vejo o 8008 pegar uma mangueira de combustível e beber direto do bico. Sua tela mostra um rosto triste com uma lágrima. E logo depois, ele decola pro espaço."
"TDN4-8","No Sc, msc: SupernovaAlt, no sfx, Next: [D1D-24a]","Poor guy.","Tadinho."
"D1D-24a","No Sc, msc: SupernovaAlt, sfx: Door_Chime,Door_Open, Next: [D1D-24]","-door opens and chimes-","-porta abre e apita-"
"D1D-24","No Sc, msc: SupernovaAlt, no sfx, Next: [CRD1]","An old man enters the gas station. He seems to have some kind of air of caution around him. The way he whips his head around makes him look like he is expecting an attack at any moment.","Um velho entra no posto de combustível. Ele parece meio cauteloso. O jeito que mexe sua cabeça de um lado pro outro dá a impressão de que ele tá esperando ser atacado a qualquer momento."
"CRD1","Sc: Crust, msc: SupernovaAlt, sfx: Crust_Short, Next: [DD1-20]","Salutations, Martian.","Saudações, Marciane."
"DD1-20","Sc: Dmi, msc: SupernovaAlt, no sfx, Next: [CRD2]","Uh, hello? Do you need something, sir?","Hm, oi? Você precisa de algo, senhor?"
"CRD2","Sc: Crust, msc: SupernovaAlt, sfx: CRUST2, Next: [D1D-25]","Yes, I actually have a list here…","Sim, eu tenho uma lista aqui..."
"D1D-25","No Sc, msc: SupernovaAlt, no sfx, Next: [CRD3]","He pulls out a tiny holosheet and starts to read off of it.","Ele pega um papel holográfico pequeno e começa a ler."
"CRD3","Sc: Crust, msc: SupernovaAlt, sfx: CRUST3, Next: [DD1-21]","I’m looking for duct tape, five laser blasters, a medkit, a flaming katana--","Tô procurando silver tape, cinco armas laser, um kit médico, uma katana flamejante..."
"DD1-21","Sc: Dmi, msc: SupernovaAlt, no sfx, Next: [D1D-26]","Sir, this is a gas station.","Senhor, isso é um posto de combustível."
"D1D-26","No Sc, msc: SupernovaAlt, no sfx, Next: [CRD4]","He stares blankly at me.","Ele me encara sem expressão."
"CRD4","Sc: Crust, msc: SupernovaAlt, sfx: CRUST1, Next: [DD1-22]","...Can I at least get the katana?","Posso levar uma katana pelo menos...?"
"DD1-22","Sc: Dmi, msc: SupernovaAlt, no sfx, Next: [D1D-27]"," What do you even need a Katana for?!"," Posso saber pra que que você precisa de uma katana?!"
