"location","context","source","target"
"TDN1-3","Sc: Dmi, on phone, msc: SupernovaAlt, no sfx, Next: [ROD1-1]","No, its fine. I’m at work. The grind doesn’t stop.","No, está bien. Estoy en el trabajo. El esfuerzo no para."
"TDP1-1","Sc: Dmi, on phone, msc: SupernovaAlt, no sfx, Next: [TDP1-2]","I’m on the grind right now. I’ll see about that later.","Estoy trabajando ahora mismo. Ya me ocuparé de eso más tarde."
"TDP1-2","Sc: Cassiopeia, on phone, msc: SupernovaAlt, sfx: Text_4_vibrate, Next: [TDP1-3]","Dmi the SUN is gonna explode!?!?!?!","Dmi, ¡¿¡¿¡¿¡el SOL va a explotar!?!?!?!"
"TDP1-3","Sc: Dmi, on phone, msc: SupernovaAlt, no sfx, Next: [ROD1-1]","Yeah, and my account is gonna overdraft.","Sí, y mi cuenta va a estar en rojo."
"ROD1-1","Sc: Rob, msc: SupernovaAlt, sfx: Rob_Short, Next: [D1D-1]","Dmi!","¡Dmi!"
"D1D-1","No Sc, msc: SupernovaAlt, sfx: PhoneHangUp, Next: [DD1-1]","I jump from my seat and slam my phone onto the side of the counter.","Salto de mi asiento y estampo mi celular contra el costado del mostrador."
"DD1-1","Sc: Dmi, msc: SupernovaAlt, no sfx, Next: [D1D-2]","I wasn’t on my phone!","¡No estaba con el celular!"
"D1D-2","No Sc, msc: SupernovaAlt, sfx: RobHuff2, Next: [ROD1-2]","Rob huffs.","Rob resopla."
"ROD1-2","Sc: Rob, msc: SupernovaAlt, sfx: ROB2, Next: [FOD1-1]","I’m not your mother. I’m heading out, but I’m gonna leave Flubber with you.","No soy tu madre. Me voy, pero te dejo a Fluby."
"FOD1-1","No Sc, msc: SupernovaAlt, sfx: FLUBBER1, Next: [DD1-2]","Flubber meows","Fluby maúlla"
"DD1-2","Sc: Dmi, msc: SupernovaAlt, no sfx, Next: [ROD1-3]","Come on, Rob. What am I? A cat-sitter? and on company time?","Vamos, Rob. ¿Qué soy? ¿Cuidadore de michis? ¿Y en horario de trabajo?"
"ROD1-3","Sc: Rob, msc: SupernovaAlt, sfx: ROB3, Next: [DD1-3]","Well, I’ll dock your pay if you don’t!","¡Bueno, te reduciré la paga si te rehusas!"
"DD1-3","Sc: Dmi, msc: SupernovaAlt, no sfx, Next: [ROD1-4]","Don’t you do that already?","¿No haces eso ya?"
"ROD1-4","Sc: Rob, msc: SupernovaAlt, no sfx, Next: [DD1-4]","...","..."
"DD1-4","Sc: Dmi, msc: SupernovaAlt, no sfx, Next: [ROD1-5]","...","..."
"ROD1-5","Sc: Rob, msc: SupernovaAlt, sfx: Rob_Short, Next: [ROD1-6]","...anyways.","... Como sea."
"ROD1-6","Sc: Rob, msc: SupernovaAlt, sfx: ROB3, Next: [ROD1-7]","I gotta help my mom pack, and Flubber likes to play in boxes.","Debo ayudar a mi mamá a empacar, y a Fluby le gusta jugar en cajas."
"ROD1-7","Sc: Rob, msc: SupernovaAlt, sfx: ROB2, Next: [FD1-1]","Besides, she likes you anyway!","Además, ¡le gustas!"
"FD1-1","Sc: Flubber, msc: SupernovaAlt, sfx: FLUBBER2, Next: [ROD1-8]","Meow","Miau"
"ROD1-8","Sc: Rob, msc: SupernovaAlt, sfx: Rob_Short, Next: [DD1-5]","See?","¿Ves?"
"DD1-5","Sc: Dmi, msc: SupernovaAlt, no sfx, Next: [ROD1-9]","Fine...","Bien..."
"ROD1-9","Sc: Rob, msc: SupernovaAlt, sfx: ROB1, Next: [ROD1-10]","Thanks! Thats why I always tell people we need more Dmis at Cosmic Fuel!","¡Gracias! ¡Por eso siempre digo que necesitamos más Dmis en Impulso Cósmico!"
"ROD1-10","No Sc, msc: SupernovaAlt, sfx: Door_Chime,Door_Close, Next: [D1D-3]","-door opens and chimes-","-la puerta se abre y suena-"
"D1D-3","No Sc, msc: SupernovaAlt, no sfx, Next: [D1D-4]","Ugh, Rob’s always piling stuff on me like this.","Uf, Rob siempre me agrega cosas así."
"D1D-4","No Sc, msc: SupernovaAlt, no sfx, Next: [CalderEnter]","I stare at my phone. I shouldn’t leave Cassie hanging…","Miro el celular. No debería dejar a Cas esperando..."
"CalderEnter","No Sc, msc: SupernovaAlt, sfx: Door_Chime,Door_Open, Next: [D1D-5]","-door opens and chimes-","-la puerta se abre y suena-"
"D1D-5","No Sc, msc: SupernovaAlt, no sfx, Next: [D1D-6]","Cassiopeia’s got to wait.","Casiopea debe esperar."
"D1D-6","No Sc, msc: SupernovaAlt, no sfx, Next: [DD1-6]","The customer before me nods her head to the beat coming from her headphones. He sizes up the shelves. Almost looks like he has the intention of cleaning out our stock.","La clienta frente a mí mueve la cabeza con el ritmo que sale por los auriculares. Observa los estantes. Casi parece que tiene la intención de llevarse todo nuestro stock."
"DD1-6","Sc: Dmi, msc: SupernovaAlt, no sfx, Next: [CAD-1]","Uh, do you need anything?","Em, ¿necesita algo?"
"CAD-1","Sc: Calder, msc: SupernovaAlt, sfx: Calder_Short, Next: [D1D-7]","What!?","¡¿Qué?!"
"D1D-7","No Sc, msc: SupernovaAlt, no sfx, Next: [DD1-7]","What type of music is that? R&B? Retro R&B?","¿Qué clase de música es esa? ¿R&B? ¿R&B retro?"
"DD1-7","Sc: Dmi, msc: SupernovaAlt, no sfx, Next: [CAD-2]","DO YOU NEED ANYTHING?","¿NECESITA ALGO?"
"CAD-2","Sc: Calder, msc: SupernovaAlt, sfx: CALDER2, Next: [DD1-8]","DO I WHAT? I’M NOT GOOD AT READING LIPS!","¿QUE ALGO QUÉ? ¡NO SOY BUENO LEYENDO LABIOS!"
"DD1-8","Sc: Dmi, msc: SupernovaAlt, no sfx, Next: [CAD-3]","TURN IT DOWN!","¡BAJE LA MÚSICA!"
"CAD-3","Sc: Calder, msc: SupernovaAlt, sfx: Calder_Short, Next: [D1D-8]","Oh!","¡Ah!"
"D1D-8","No Sc, msc: SupernovaAlt, no sfx, Next: [CAD-4]","She adjusts the volume of her headphones.","Ajusta el volumen de los auriculares."
"CAD-4","Sc: Calder, msc: SupernovaAlt, sfx: CALDER1, Next: [CAD-5]","Sorry, I sometimes forget to just turn off the music.","Lo siento, a veces olvido apagar la música."
"CAD-5","Sc: Calder, msc: SupernovaAlt, sfx: CALDER3, Next: [DD1-9a,DD1-11a]","Do you have a Doomsday sale going on?","¿Tienen una oferta por el Fin del Mundo?"
"CAD-5-Option-1","Sc: Calder, msc: SupernovaAlt, sfx: CALDER3, Next: [DD1-9a,DD1-11a]","Doomsday Sale?","¿Oferta por el Fin del Mundo?"
"CAD-5-Option-2","Sc: Calder, msc: SupernovaAlt, sfx: CALDER3, Next: [DD1-9a,DD1-11a]","Sure, if you just take it.","Claro, si simplement lo toma."
"DD1-9a","Sc: Dmi, msc: SupernovaAlt, no sfx, Next: [DD1-9b]","Doomsday Sale?","¿Oferta por el Fin del Mundo?"
"DD1-9b","Sc: Dmi, msc: SupernovaAlt, no sfx, Next: [CAD-6]","We’re supposed to have one?","¿Se supone que tengamos una?"
"CAD-6","Sc: Calder, msc: SupernovaAlt, sfx: CALDER2, Next: [D1D-9]","Well, why not? I looked it up on Froogle.","Bueno, ¿por qué no? Lo busqué en Froogle."
"D1D-9","No Sc, msc: SupernovaAlt, no sfx, Next: [DD1-10]","I sigh. She’s one of those customers.","Suspiro. Es una de esas clientas."
"DD1-10","Sc: Dmi, msc: SupernovaAlt, no sfx, Next: [CAD-9]","Sorry, there are no Doomsday promotions going on. If you cash in with your Cosmic membership that’ll take a few luncos off.","Lo siento, no hay promociones del Fin del Mundo por el momento. Si paga con su membresía Cósmica, se ahorrará unas luncas."
"DD1-11a","Sc: Dmi, msc: SupernovaAlt, no sfx, Next: [DD1-11b]","Sure, if you just take it.","Claro, si simplement lo toma."
"DD1-11b","Sc: Dmi, msc: SupernovaAlt, no sfx, Next: [D1D-10]","It’ll be 100% off then.","Será un descuento del 100 %."
"D1D-10","No Sc, msc: SupernovaAlt, no sfx, Next: [CAD-7]","Calder’s eyes widen.","Los ojos de Candela se abren más grandes."
"CAD-7","Sc: Calder, msc: SupernovaAlt, sfx: CALDER1, Next: [D1D-11]","Really? I can just take it?","¿En serio? ¿Puedo tomar lo que quiera?"
"D1D-11","No Sc, msc: SupernovaAlt, no sfx, Next: [DD1-12]","Excitement spreads across his face.","La emoción le llena el rostro."
"DD1-12","Sc: Dmi, msc: SupernovaAlt, no sfx, Next: [D1D-12]","No.","No. "
"D1D-12","No Sc, msc: SupernovaAlt, no sfx, Next: [CAD-8]","Her smile fades.","La sonrisa se desvanece."
"CAD-8","Sc: Calder, msc: SupernovaAlt, sfx: Calder_Short, Next: [D1D-13]","Aww man.","Oh, vamos."
"D1D-13","No Sc, msc: SupernovaAlt, sfx: Calder_Grunt3, Next: [CAD-9]","He huffs.","Resopla."
"CAD-9","Sc: Calder, msc: SupernovaAlt, sfx: CALDER1, Next: [DD1-13]","Alright then, can I put 400 Luncos on pump 2, and what type of fizzy drinks do you have? You’ve gotta have a 2-for-1 deal here.","Bueno, entonces ¿puedo pedirte 400 luncas para el surtidor 2, y qué tipo de gaseosas tienen? Seguro tienen una promo 2 por 1 aquí."
"DD1-13","Sc: Dmi, msc: SupernovaAlt, no sfx, Next: [CalderShopChoice]","Hold on, I think I have something in mind.","Espere, creo que tengo algo en mente."
"CalderShopChoice","No Sc, msc: SupernovaAlt, no sfx, Next: [TDP2-1,TDN2-1]","Select an item in the shop","Selecciona un artículo de la tienda"
"CalderShopChoice-Option-1","No Sc, msc: SupernovaAlt, no sfx, Next: [TDP2-1,TDN2-1]","",""
"CalderShopChoice-Option-2","No Sc, msc: SupernovaAlt, no sfx, Next: [TDP2-1,TDN2-1]CalderShopChoice-Option-2","",""
"TDP2-1","No Sc, msc: SupernovaAlt, no sfx, Next: [TDP2-2]","Her eyes light up from the soda in my hand.","Se le iluminan los ojos al ver la gaseosa en mi mano."
"TDP2-2","Sc: Calder, msc: SupernovaAlt, sfx: CALDER1, Next: [TDP2-3]","You guys carry Deia Deia Soda!? I have a coupon for those!","¿Venden gaseosa Deia Deia? ¡Tengo un cupón para esas!"
"TDP2-3","No Sc, msc: SupernovaAlt, no sfx, Next: [TDP2-4]","He pulls out a comically large coupon book and flips through the pages. She passes a coupon with a picture of Deia Deia Soda.","Saca un libro de cupones ridículamente grande y pasa las páginas. Me pasa un cupón con una imagen de gaseosa Deia Deia."
"TDP2-4","Sc: Dmi, msc: SupernovaAlt, no sfx, Next: [TDP2-5a]","Huh. I guess you do. I’ll ring you up.","Eh. Supongo que es verdad. Lo voy a cobrar."
"TDP2-5a","No Sc, msc: SupernovaAlt, sfx: CashRegister, Next: [TDP2-5]","-register chimes-","-suena la registradora-"
"TDP2-5","Sc: Calder, msc: SupernovaAlt, sfx: CALDER3, Next: [TDP2-6a]","Thanks!","¡Gracias!"
"TDP2-6a","No Sc, msc: SupernovaAlt, sfx: Door_Chime,Door_Close, Next: [TDP2-6]","-door chimes and closes-","-la puerta suena y se cierra-"
"TDP2-6","No Sc, msc: SupernovaAlt, no sfx, Next: [D1D-14a]","The candle-headed alien makes his way out of the gas station. I catch a glimpse of a snazzy-looking ship outside. She’s got good taste.","El alienígena con cabeza de vela sale de la gasolinera. Alcanzo a ver una nave de aspecto elegante afuera. Tiene buen gusto."
"D1D-14a","No Sc, msc: SupernovaAlt, sfx: FLUBBER1, Next: [D1D-14]","Flubber meows","Fluby maúlla"
"TDN2-1","Sc: Calder, msc: SupernovaAlt, sfx: CALDER1, Next: [TDN2-2]","Uh, this isn’t what I was really looking for.","Uh, esto no es lo que realmente estaba buscando."
"TDN2-2","Sc: Calder, msc: SupernovaAlt, sfx: CALDER3, Next: [TDN2-3]","I’ve gotta go! I almost forgot there is a sale on 5D glasses on Uranus!","¡Tengo que irme! ¡Casi olvido que hay una oferta de lentes 5D en Urano!"
"TDN2-3","No Sc, msc: SupernovaAlt, sfx: Door_Chime,Door_Close, Next: [D1D-14]","He bolts out of the gas station.","Sale disparado de la gasolinera."
"D1D-14","No Sc, msc: SupernovaAlt, no sfx, Next: [D1D-15]","Flubber stares, unblinking.","Fluby mira, sin parpadear."
"D1D-15","No Sc, msc: SupernovaAlt, no sfx, Next: [ZD1a]","She usually does that when she’s happy!","¡Suele hacer eso cuando está feliz!"
"ZD1a","No Sc, msc: SupernovaAlt, sfx: Door_Chime,Door_Open, Next: [D1D-16]","-door opens and chimes-","-la puerta se abre y suena-"
"D1D-16","No Sc, msc: SupernovaAlt, no sfx, Next: [ZD1]","The cloudy person who enters the gas station yawns loudly. Her badge twinkles under the industrial lights.","La persona nubosa que entra en la gasolinera bosteza con ruido. La insignia que lleva brilla bajo las luces industriales."
"ZD1","Sc: Zerua, msc: SupernovaAlt, sfx: ZERUA_SLEEPY1, Next: [ZD1b]","I’m starting a new job outside of the solar system. Do you have Zolkan Coffee perchance?","Estoy empezando un nuevo trabajo fuera del sistema solar. ¿Tienen Zolkanfé, por casualidad?"
"ZD1b","No Sc, msc: SupernovaAlt, sfx: , Next: [TDP3-1,TDN3-1]","Select an item in the shop","Selecciona un artículo de la tienda"
"ZD1b-Option-1","No Sc, msc: SupernovaAlt, sfx: , Next: [TDP3-1,TDN3-1]","",""
"ZD1b-Option-2","No Sc, msc: SupernovaAlt, sfx: , Next: [TDP3-1,TDN3-1]ZD1b-Option-2","",""
"TDP3-1","Sc: Zerua, msc: SupernovaAlt, sfx: ZERUA_SLEEPY2, Next: [TDP3-2]","Oh, my stars! Thank you!","¡Oh, por mis estrellas! ¡Gracias!"
"TDP3-2","No Sc, msc: SupernovaAlt, no sfx, Next: [TDP3-3]","Before the drink sits for more than a nanosecond, it takes a long sip. I don’t think I’ve ever seen anyone down hot coffee that fast before…","Antes de que pudiera dejar la bebida por un nanosegundo, ya le estaba dando un largo sorbo. No creo haber visto a nadie tomar café caliente tan rápido antes..."
"TDP3-3","Sc: Zerua, msc: SupernovaAlt, sfx: Zerua_Short, Next: [TDP3-4]","Ah, that's better.","Ah, así está mejor."
"TDP3-4","No Sc, msc: SupernovaAlt, no sfx, Next: [TDP3-5]","I eye their badge and rattle my brain for a topic of conversation.","Miro la insignia y me rompo la cabeza para sacar un tema de conversación."
"TDP3-5","Sc: Dmi, msc: SupernovaAlt, no sfx, Next: [TDP3-6]","Are you a clouditech? I think I’ve seen a badge like that before.","¿Es una nimbutécnica? Creo que he visto una insignia como esa antes."
"TDP3-6","No Sc, msc: SupernovaAlt, no sfx, Next: [TDP3-7]","It lets out a big smile. It's as if they’ve been waiting for anyone to ask them all day.","Sonríe ampliamente. Es como si hubiera estado esperando todo el día a que alguien se lo preguntara."
"TDP3-7","Sc: Zerua, msc: SupernovaAlt, sfx: ZERUA_AWAKE2, Next: [TDP3-8]","Yes! I’m starting a new job architecting artificial clouds! I’ve been looking for a job forever.","¡Sí! ¡Estoy empezando un nuevo trabajo en el que crearé nubes artificiales! Llevo una eternidad buscando un trabajo."
"TDP3-8","No Sc, msc: SupernovaAlt, no sfx, Next: [TDP3-9]","She waves her finger above her to-go cup. A mini cloud forms above their cup. Bits of snow sprinkle down. She smiles proudly.","Agita un dedo sobre el vaso y una nubecita se forma encima. Pequeños copos de nieve caen de ella. Sonríe con orgullo."
"TDP3-9","No Sc, msc: SupernovaAlt, no sfx, Next: [TDP3-10]","I smile too.","Yo también sonrío."
"TDP3-10","Sc: Dmi, msc: SupernovaAlt, no sfx, Next: [TDP3-11]","I hope your first day is all you want it to be.","Ojalá du primer día sea justo como lo imagina."
"TDP3-11","Sc: Zerua, msc: SupernovaAlt, sfx: ZERUA_AWAKE1,CashRegister, Next: [TDP3-11b]"," Thank you! Please stay safe leaving the solar system soon! Tallyho!","¡Gracias! ¡Cuídate cuando salgas del sistema solar! ¡Nos vemos!"
"TDP3-11b","No Sc, msc: SupernovaAlt, sfx: Door_Chime,Door_Close, Next: [D1D-17a]","-door chimes and closes-","-la puerta suena y se cierra-"
"TDN3-1","Sc: Zerua, msc: SupernovaAlt, sfx: ZERUA_SLEEPY1, Next: [TDN3-2]","This isn’t quite what I’m looking for…","Esto no es exactamente lo que estoy buscando..."
"TDN3-2","No Sc, msc: SupernovaAlt, no sfx, Next: [TDN3-3]","They pull out their phone and notice the time. It seems to wake her up a little, but not much.","Saca su celular y se da cuenta de la hora. Parece que reacciona un poco, pero no mucho."
"TDN3-3","Sc: Zerua, msc: SupernovaAlt, sfx: ZERUA_AWAKE3, Next: [TDN3-4]","Oh! Look at the time. I’ll just figure out a way to stay up when I get there! Tallyho, gas station employee!","¡Oh! Mira la hora. ¡Ya veré cómo me mantengo despierta cuando llegue! ¡Nos vemos, empleade de gasolinera!"
"TDN3-4","Sc: Dmi, msc: SupernovaAlt, no sfx, Next: [TDN3-4b]"," I have a nametag--","Tengo una etiqueta con mi nombre..."
"TDN3-4b","No Sc, msc: SupernovaAlt, sfx: Door_Chime,Door_Close, Next: [D1D-17a]TDN3-4b","-door chimes and closes-","-la puerta suena y se cierra-"
"D1D-17a","No Sc, msc: SupernovaAlt, sfx: FLUBBER2, Next: [D1D-17]","Flubber meows","Fluby maúlla"
"D1D-17","No Sc, msc: SupernovaAlt, sfx: Flubber_Burp, Next: [D1D-18]","Flubber floats and burps. I smile and give her a pat on the head.","Fluby flota y eructa. Sonrío y le doy una palmadita en la cabeza."
"D1D-18","No Sc, msc: SupernovaAlt, no sfx, Next: [D1D-19]","She looks proud of herself.","Se ve orgullosa de sí misma."
"D1D-19","No Sc, msc: SupernovaAlt, sfx: Boom_2, Next: [DD1-14]","I jump up from my seat as I hear a boom come from outside.","Me levanto de golpe al oír una explosión que viene de afuera."
"DD1-14","Sc: Dmi, msc: SupernovaAlt, no sfx, Next: [8D-1a]"," What the hell--!?","¡¿Qué mierda...?!"
"8D-1a","No Sc, msc: SupernovaAlt, sfx: Door_Chime,Door_Open, Next: [8D-1]","-door opens and chimes-","-la puerta se abre y suena-"
"8D-1","Sc: 8008, msc: SupernovaAlt, sfx: 80008_Short, Next: [DD1-15]","Sup.","¿Qué tal?"
"DD1-15","Sc: Dmi, msc: SupernovaAlt, no sfx, Next: [D1D-20]","Uh, sup? What was that?","Em, ¿qué tal? ¿Qué fue eso?"
"D1D-20","No Sc, msc: SupernovaAlt, no sfx, Next: [8D-2]","He ignores me and his eyes- er...screen look up.","Me ignora y levanta la vista... Eh, la pantalla."
"8D-2","Sc: 8008, msc: SupernovaAlt, sfx: 80008_2, Next: [DD1-16]","What was what?","¿Qué fue eso?"
"DD1-16","Sc: Dmi, msc: SupernovaAlt, no sfx, Next: [8D-3]","The boom?","¿La explosión?"
"8D-3","Sc: 8008, msc: SupernovaAlt, sfx: 80008_Short, Next: [DD1-17]","What boom?","¿Qué explosión?"
"DD1-17","Sc: Dmi, msc: SupernovaAlt, no sfx, Next: [DD1-18]","The-- okay.","La... Bueno."
"DD1-18","Sc: Dmi, msc: SupernovaAlt, no sfx, Next: [D1D-21]","Do you need something?","¿Necesita algo?"
"D1D-21","No Sc, msc: SupernovaAlt, sfx: 80008_hum2, Next: [8D-4]","A low hum comes from his circuits. He’s thinking.","Los circuitos emiten un leve zumbido. Está pensando."
"8D-4","Sc: 8008, msc: SupernovaAlt, sfx: 80008_1, Next: [D1D-22]","You sell any Arinator brand stuff here? That one made by that smoking cyborg from outta the solar system?","¿Venden cosas de la marca Arinator aquí? Esa que hace esa cyborg buenísima que viene de otro sistema solar."
"D1D-22","No Sc, msc: SupernovaAlt, no sfx, Next: [DD1-19]","I’ve heard of Arinator probably. Cassiopeia’s a big fan of singers. Though something was kind of funny about this guy’s desperation. ","Probablemente he oído sobre Arinator. Casiopea es superfan de cantantes. Aunque había algo medio gracioso en la desesperación de este tipo."
"DD1-19","Sc: Dmi, msc: SupernovaAlt, no sfx, Next: [8D-5]","I mean, I can check to see what we got.","Bueno, puedo revisar y ver qué tenemos."
"8D-5","Sc: 8008, msc: SupernovaAlt, sfx: 80008_3, Next: [8D-5b]","Sweet! I’ll also be putting 700 luncos on pump 2.","¡Genial! También pondré 700 luncas en el surtidor 2."
"8D-5b","No Sc, msc: SupernovaAlt, sfx: , Next: [TDP4-1,TDN4-1]","Select an item in the shop","Selecciona un artículo de la tienda"
"8D-5b-Option-1","No Sc, msc: SupernovaAlt, sfx: , Next: [TDP4-1,TDN4-1]","",""
"8D-5b-Option-2","No Sc, msc: SupernovaAlt, sfx: , Next: [TDP4-1,TDN4-1]8D-5b-Option-2","",""
"TDP4-1","Sc: 8008, msc: SupernovaAlt, sfx: 80008_1, Next: [TDP4-5]","Yes! Arinator’s limited edition Mint choco paste? I thought this was sold out everywhere!","¡Sí! ¿Pasta de Chocomenta Arinator de edición limitada? ¡Pensé que esto estaba agotado en todas partes!"
"TDP4-5","Sc: Dmi, msc: SupernovaAlt, no sfx, Next: [TDP4-6]","I mean, it's mint chocolate toothpaste isn’t it?","Bueno, es pasta dental de chocomenta, ¿no?"
"TDP4-6","Sc: Dmi, msc: SupernovaAlt, no sfx, Next: [TDP4-7]","I don’t think anyone is in a rush to buy that.","No creo que nadie tenga prisa por comprar eso."
"TDP4-7","Sc: 8008, msc: SupernovaAlt, sfx: 80008_2,CashRegister, Next: [TDP4-7b]","You just don’t understand the intricacies of something like this! Anything she endorses is a godsend!","¡Simplemente no entiendes la complejidad de algo como esto! ¡Cualquier cosa que ella promocione es una bendición!"
"TDP4-7b","No Sc, msc: SupernovaAlt, sfx: Door_Close,Door_Chime, Next: [TDP4-8]","-door chimes and closes-","-la puerta suena y se cierra-"
"TDP4-8","No Sc, msc: SupernovaAlt, no sfx, Next: [TDP4-9]","He wipes his face (screen?). Then blasts off with his bang of Arinator branded toothpaste in hand.","Se limpia la cara (¿pantalla?). Luego despega con su tubo de pasta dental de la marca Arinator en la mano."
"TDP4-9","No Sc, msc: SupernovaAlt, no sfx, Next: [D1D-24a]","Glad he found what he wanted.","Me alegro de que haya encontrado lo que quería."
"TDN4-1","Sc: 8008, msc: SupernovaAlt, sfx: 80008_Short, Next: [TDN4-2]","Bro.","Amigo."
"TDN4-2","Sc: 8008, msc: SupernovaAlt, sfx: 80008_3, Next: [TDN4-3]"," This is NOT Arinator. She only has her face on the cover of all her products dude.","Esto NO es de Arinator. Solo está su cara en la portada de todos sus productos."
"TDN4-3","No Sc, msc: SupernovaAlt, no sfx, Next: [TDN4-4]","His facial screen switches to a video of a cyborg woman performing a song on stage. Her fans are screaming their lungs out.","La pantalla que tiene por cara cambia a un video de una cyborg cantando en el escenario. Sus fans gritan a todo pulmón."
"TDN4-4","Sc: 8008, msc: SupernovaAlt, sfx: 80008_1, Next: [TDN4-5]","See? You don’t recognize her?","¿Ves? ¿No la reconoces?"
"TDN4-5","Sc: Dmi, msc: SupernovaAlt, no sfx, Next: [TDN4-6]","Oh, well...I don’t think I really know her stuff.","Oh, bueno...  creo que en realidad no conozco sobre ella."
"TDN4-6","Sc: 8008, msc: SupernovaAlt, sfx: 80008_2, Next: [TDN4-6b]","Fine...I’ll just get gas.","Está bien... Solo pagaré por la gasolina."
"TDN4-6b","No Sc, msc: SupernovaAlt, sfx: Door_Chime,Door_Close, Next: [TDN4-7]","-door chimes and closes-","-la puerta suena y se cierra-"
"TDN4-7","No Sc, msc: SupernovaAlt, no sfx, Next: [TDN4-8]","I stare out the window and watch as 8008 picks up a gas pump and guzzles it straight from the nozzle. His screen shows a sad face with a tear. He then blasts off into space.","Miro por la ventana y observo cómo 7374 toma una manguera de gasolina y la bebe directamente de la boquilla. Su pantalla muestra una cara triste con una lágrima. Luego, despega hacia el espacio."
"TDN4-8","No Sc, msc: SupernovaAlt, no sfx, Next: [D1D-24a]","Poor guy.","Pobre tipo."
"D1D-24a","No Sc, msc: SupernovaAlt, sfx: Door_Chime,Door_Open, Next: [D1D-24]","-door opens and chimes-","-la puerta se abre y suena-"
"D1D-24","No Sc, msc: SupernovaAlt, no sfx, Next: [CRD1]","An old man enters the gas station. He seems to have some kind of air of caution around him. The way he whips his head around makes him look like he is expecting an attack at any moment.","Un viejo entra a la gasolinera. Parece tener cierto aire de cautela. La forma en que gira la cabeza hace que parezca que espera un ataque en cualquier momento."
"CRD1","Sc: Crust, msc: SupernovaAlt, sfx: Crust_Short, Next: [DD1-20]","Salutations, Martian.","Saludos, marciano."
"DD1-20","Sc: Dmi, msc: SupernovaAlt, no sfx, Next: [CRD2]","Uh, hello? Do you need something, sir?","Em, ¿hola? ¿Necesita algo, señor?"
"CRD2","Sc: Crust, msc: SupernovaAlt, sfx: CRUST2, Next: [D1D-25]","Yes, I actually have a list here…","Sí, de hecho tengo una lista aquí..."
"D1D-25","No Sc, msc: SupernovaAlt, no sfx, Next: [CRD3]","He pulls out a tiny holosheet and starts to read off of it.","Saca una pequeña hoja holográfica y comienza a leerla."
"CRD3","Sc: Crust, msc: SupernovaAlt, sfx: CRUST3, Next: [DD1-21]","I’m looking for duct tape, five laser blasters, a medkit, a flaming katana--","Ando buscando cinta adhesiva, cinco pistolas láser, un botiquín, una katana en llamas..."
"DD1-21","Sc: Dmi, msc: SupernovaAlt, no sfx, Next: [D1D-26]","Sir, this is a gas station.","Señor, esto es una gasolinera."
"D1D-26","No Sc, msc: SupernovaAlt, no sfx, Next: [CRD4]","He stares blankly at me.","Se me queda mirando sin expresión."
"CRD4","Sc: Crust, msc: SupernovaAlt, sfx: CRUST1, Next: [DD1-22]","...Can I at least get the katana?","¿Al menos puedo comprar la katana...?"
"DD1-22","Sc: Dmi, msc: SupernovaAlt, no sfx, Next: [D1D-27]"," What do you even need a Katana for?!","¡¿Para qué demonios necesita una katana?!"
