"location","context","source","target"
"DD1-4","Sc: Dmi, msc: SupernovaAlt, no sfx, Next: [ROD1-5]","...","..."
"ROD1-5","Sc: Rob, msc: SupernovaAlt, sfx: Rob_Short, Next: [ROD1-6]","...anyways.","…とにかく。"
"ROD1-6","Sc: Rob, msc: SupernovaAlt, sfx: ROB3, Next: [ROD1-7]","I gotta help my mom pack, and Flubber likes to play in boxes.","ボカァ、ママの荷造りを手伝わないといけないし、プルちゃんは
箱の中で遊ぶのが好きなんだよ。"
"ROD1-7","Sc: Rob, msc: SupernovaAlt, sfx: ROB2, Next: [FD1-1]","Besides, she likes you anyway!","それに、キミになついてるかんね！"
"FD1-1","Sc: Flubber, msc: SupernovaAlt, sfx: FLUBBER2, Next: [ROD1-8]","Meow","ニャー"
"ROD1-8","Sc: Rob, msc: SupernovaAlt, sfx: Rob_Short, Next: [DD1-5]","See?","ほら。"
"DD1-5","Sc: Dmi, msc: SupernovaAlt, no sfx, Next: [ROD1-9]","Fine...","わかりましたよ…"
"ROD1-9","Sc: Rob, msc: SupernovaAlt, sfx: ROB1, Next: [ROD1-10]","Thanks! Thats why I always tell people we need more Dmis at Cosmic Fuel!","助かるよ！「コスミック・エナジー」にはドゥミみたいなスタッフがもっと必要なんだって、ボカァいつも言ってるんだ！"
"ROD1-10","No Sc, msc: SupernovaAlt, sfx: Door_Chime,Door_Close, Next: [D1D-3]","-door opens and chimes-","[ドアが開いて、チャイム音が鳴る]"
"D1D-3","No Sc, msc: SupernovaAlt, no sfx, Next: [D1D-4]","Ugh, Rob’s always piling stuff on me like this.","ハァ。あの人はいつもこうやって、自分の仕事を増やしてくる。"
"D1D-4","No Sc, msc: SupernovaAlt, no sfx, Next: [CalderEnter]","I stare at my phone. I shouldn’t leave Cassie hanging…","スマホを見つめる。カシィに返信しなきゃ…"
"CalderEnter","No Sc, msc: SupernovaAlt, sfx: Door_Chime,Door_Open, Next: [D1D-5]","-door opens and chimes-","[ドアが開いて、チャイム音が鳴る]"
"D1D-5","No Sc, msc: SupernovaAlt, no sfx, Next: [D1D-6]","Cassiopeia’s got to wait.","カシオペアには待ってもらうしかないな。"
"D1D-6","No Sc, msc: SupernovaAlt, no sfx, Next: [DD1-6]","The customer before me nods her head to the beat coming from her headphones. He sizes up the shelves. Almost looks like he has the intention of cleaning out our stock.","目の前にいるお客さんは、ヘッドホンから漏れるリズムに合わせて頭を揺らしている。彼は店にある商品にまんべんなく目をやった。在庫を一掃してやろうとでも思っているのだろうか？"
"DD1-6","Sc: Dmi, msc: SupernovaAlt, no sfx, Next: [CAD-1]","Uh, do you need anything?","えー、いらっしゃいませ。"
"CAD-1","Sc: Calder, msc: SupernovaAlt, sfx: Calder_Short, Next: [D1D-7]","What!?","なに！？"
"D1D-7","No Sc, msc: SupernovaAlt, no sfx, Next: [DD1-7]","What type of music is that? R&B? Retro R&B?","なんの音楽を聞いてるんだろう？R&B？レトロR＆B？"
"DD1-7","Sc: Dmi, msc: SupernovaAlt, no sfx, Next: [CAD-2]","DO YOU NEED ANYTHING?","何かご入り用ですか！？"
"CAD-2","Sc: Calder, msc: SupernovaAlt, sfx: CALDER2, Next: [DD1-8]","DO I WHAT? I’M NOT GOOD AT READING LIPS!","「おいり」がなんだって！？
ボク、読唇術は得意じゃないんだよネ！！"
"DD1-8","Sc: Dmi, msc: SupernovaAlt, no sfx, Next: [CAD-3]","TURN IT DOWN!","音を下げてください！！"
"CAD-3","Sc: Calder, msc: SupernovaAlt, sfx: Calder_Short, Next: [D1D-8]","Oh!","ああ！"
"D1D-8","No Sc, msc: SupernovaAlt, no sfx, Next: [CAD-4]","She adjusts the volume of her headphones.","彼女がヘッドホンの音量を調整する。"
"CAD-4","Sc: Calder, msc: SupernovaAlt, sfx: CALDER1, Next: [CAD-5]","Sorry, I sometimes forget to just turn off the music.","ごめんごめん。たまに音楽を止めるのを忘れちゃうんだよネ。"
"CAD-5","Sc: Calder, msc: SupernovaAlt, sfx: CALDER3, Next: [DD1-9a,DD1-11a]","Do you have a Doomsday sale going on?","ここって今、「終末セール」はやってるノ？"
"CAD-5-Option-1","Sc: Calder, msc: SupernovaAlt, sfx: CALDER3, Next: [DD1-9a,DD1-11a]","Doomsday Sale?","「終末セール」…ですか？"
"CAD-5-Option-2","Sc: Calder, msc: SupernovaAlt, sfx: CALDER3, Next: [DD1-9a,DD1-11a]","Sure, if you just take it.","ええ、持っていっちゃってください。"
"DD1-9a","Sc: Dmi, msc: SupernovaAlt, no sfx, Next: [DD1-9b]","Doomsday Sale?","「終末セール」…ですか？"
"DD1-9b","Sc: Dmi, msc: SupernovaAlt, no sfx, Next: [CAD-6]","We’re supposed to have one?","それは…そういったものの開催予定があったんでしょうか？"
"CAD-6","Sc: Calder, msc: SupernovaAlt, sfx: CALDER2, Next: [D1D-9]","Well, why not? I looked it up on Froogle.","まあまあ、やってくれたっていいじゃん？
フルーグルで調べたんだよネ。"
"D1D-9","No Sc, msc: SupernovaAlt, no sfx, Next: [DD1-10]","I sigh. She’s one of those customers.","自分はため息をついた。このタイプのお客さんか。"
"DD1-10","Sc: Dmi, msc: SupernovaAlt, no sfx, Next: [CAD-9]","Sorry, there are no Doomsday promotions going on. If you cash in with your Cosmic membership that’ll take a few luncos off.","申し訳ありません、終末キャンペーンはやっていないんです。
コスミックのメンバー登録がお済みでしたら、たまったポイントが
使えますよ。"
"DD1-11a","Sc: Dmi, msc: SupernovaAlt, no sfx, Next: [DD1-11b]","Sure, if you just take it.","ええ、持っていっちゃってください。"
"DD1-11b","Sc: Dmi, msc: SupernovaAlt, no sfx, Next: [D1D-10]","It’ll be 100% off then.","100%オフになります。"
"D1D-10","No Sc, msc: SupernovaAlt, no sfx, Next: [CAD-7]","Calder’s eyes widen.","カルダーが目を見開く。"
"CAD-7","Sc: Calder, msc: SupernovaAlt, sfx: CALDER1, Next: [D1D-11]","Really? I can just take it?","ホントに？持っていっていいの？"
"D1D-11","No Sc, msc: SupernovaAlt, no sfx, Next: [DD1-12]","Excitement spreads across his face.","彼の顔が喜びに輝く。"
"DD1-12","Sc: Dmi, msc: SupernovaAlt, no sfx, Next: [D1D-12]","No.","いや、ダメですけど。"
"D1D-12","No Sc, msc: SupernovaAlt, no sfx, Next: [CAD-8]","Her smile fades.","彼女の笑みがうすれていく。"
"CAD-8","Sc: Calder, msc: SupernovaAlt, sfx: Calder_Short, Next: [D1D-13]","Aww man.","ええ～、ダメなのかよ。"
"D1D-13","No Sc, msc: SupernovaAlt, sfx: Calder_Grunt3, Next: [CAD-9]","He huffs.","彼がふくれっ面をする。"
"CAD-9","Sc: Calder, msc: SupernovaAlt, sfx: CALDER1, Next: [DD1-13]","Alright then, can I put 400 Luncos on pump 2, and what type of fizzy drinks do you have? You’ve gotta have a 2-for-1 deal here.","それじゃ、2番ポンプに400ランコぶんお願いネ。あと、炭酸って
なんかある？2個買ったら1個無料のやつはやってるでしょ？"
"DD1-13","Sc: Dmi, msc: SupernovaAlt, no sfx, Next: [CalderShopChoice]","Hold on, I think I have something in mind.","ああ、それなら何かあると思います。"
"CalderShopChoice","No Sc, msc: SupernovaAlt, no sfx, Next: [TDP2-1,TDN2-1]","Select an item in the shop","店にある商品を選択しよう"
"CalderShopChoice-Option-1","No Sc, msc: SupernovaAlt, no sfx, Next: [TDP2-1,TDN2-1]","",""
"CalderShopChoice-Option-2","No Sc, msc: SupernovaAlt, no sfx, Next: [TDP2-1,TDN2-1]CalderShopChoice-Option-2","",""
"TDP2-1","No Sc, msc: SupernovaAlt, no sfx, Next: [TDP2-2]","Her eyes light up from the soda in my hand.","自分の手にあるソーダを見て、彼女の瞳が輝く。"
"TDP2-2","Sc: Calder, msc: SupernovaAlt, sfx: CALDER1, Next: [TDP2-3]","You guys carry Deia Deia Soda!? I have a coupon for those!","「デイア・デイア・ソーダ」あるノ！？
ボク、それならクーポンある！"
"TDP2-3","No Sc, msc: SupernovaAlt, no sfx, Next: [TDP2-4]","He pulls out a comically large coupon book and flips through the pages. She passes a coupon with a picture of Deia Deia Soda.","彼はおもしろいくらいに大きなクーポン冊子を取り出して、
ページをまくった。そして、デイア・デイア・ソーダの写真が
ついたクーポンを出す。"
"TDP2-4","Sc: Dmi, msc: SupernovaAlt, no sfx, Next: [TDP2-5a]","Huh. I guess you do. I’ll ring you up.","へえ。確かにこの商品のクーポンですね。
それじゃ、レジにお通しします。"
"TDP2-5a","No Sc, msc: SupernovaAlt, sfx: CashRegister, Next: [TDP2-5]","-register chimes-","[レジの音が鳴る]"
"TDP2-5","Sc: Calder, msc: SupernovaAlt, sfx: CALDER3, Next: [TDP2-6a]","Thanks!","ありがと！"
"TDP2-6a","No Sc, msc: SupernovaAlt, sfx: Door_Chime,Door_Close, Next: [TDP2-6]","-door chimes and closes-","[チャイム音が鳴り、ドアが閉まる]"
"TDP2-6","No Sc, msc: SupernovaAlt, no sfx, Next: [D1D-14a]","The candle-headed alien makes his way out of the gas station. I catch a glimpse of a snazzy-looking ship outside. She’s got good taste.","ロウソク頭の宇宙人は、そうしてガソリンスタンドをあとにした。
外に彼のおしゃれな船が停まっているのを横目で見る。
あの人、いいセンスしてるんだな。"
"D1D-14a","No Sc, msc: SupernovaAlt, sfx: FLUBBER1, Next: [D1D-14]","Flubber meows","[プルリリが鳴く]"
"TDN2-1","Sc: Calder, msc: SupernovaAlt, sfx: CALDER1, Next: [TDN2-2]","Uh, this isn’t what I was really looking for.","えっと、これは特にほしかったモノじゃないかナ。"
"TDN2-2","Sc: Calder, msc: SupernovaAlt, sfx: CALDER3, Next: [TDN2-3]","I’ve gotta go! I almost forgot there is a sale on 5D glasses on Uranus!","もう行かなきゃ！天王星で5Dメガネのセールやってたの、うっかり
忘れそうだったヨ！"
"TDN2-3","No Sc, msc: SupernovaAlt, sfx: Door_Chime,Door_Close, Next: [D1D-14]","He bolts out of the gas station.","彼がガソリンスタンドから飛び出していく。"
"D1D-14","No Sc, msc: SupernovaAlt, no sfx, Next: [D1D-15]","Flubber stares, unblinking.","プルリリがまばたきもせずこちらを見ている。"
"D1D-15","No Sc, msc: SupernovaAlt, no sfx, Next: [ZD1a]","She usually does that when she’s happy!","これをやるってことは、ご機嫌なんだな！"
"ZD1a","No Sc, msc: SupernovaAlt, sfx: Door_Chime,Door_Open, Next: [D1D-16]","-door opens and chimes-","[ドアが開いて、チャイム音が鳴る]"
"D1D-16","No Sc, msc: SupernovaAlt, no sfx, Next: [ZD1]","The cloudy person who enters the gas station yawns loudly. Her badge twinkles under the industrial lights.","フワフワとしたヒトがガソリンスタンドに入ってきて、大きな声とともにあくびをした。白い明かりの下で、彼女のバッジが
きらめいている。"
"ZD1","Sc: Zerua, msc: SupernovaAlt, sfx: ZERUA_SLEEPY1, Next: [ZD1b]","I’m starting a new job outside of the solar system. Do you have Zolkan Coffee perchance?","太陽系の外で、新しい仕事を始めるところなんでーす。こちらでは、「ゾルカン・コーヒー」は売っていまーすか？"
"ZD1b","No Sc, msc: SupernovaAlt, sfx: , Next: [TDP3-1,TDN3-1]","Select an item in the shop","店にある商品を選択しよう"
"ZD1b-Option-1","No Sc, msc: SupernovaAlt, sfx: , Next: [TDP3-1,TDN3-1]","",""
"ZD1b-Option-2","No Sc, msc: SupernovaAlt, sfx: , Next: [TDP3-1,TDN3-1]ZD1b-Option-2","",""
"TDP3-1","Sc: Zerua, msc: SupernovaAlt, sfx: ZERUA_SLEEPY2, Next: [TDP3-2]","Oh, my stars! Thank you!","コレでーす！ありがとう！"
"TDP3-2","No Sc, msc: SupernovaAlt, no sfx, Next: [TDP3-3]","Before the drink sits for more than a nanosecond, it takes a long sip. I don’t think I’ve ever seen anyone down hot coffee that fast before…","自分が置いてからナノ1秒もしないうちに、このヒトが
すーっとコーヒーを口に入れた。ここまでの速さでホットの
コーヒーを飲むヒトは、初めて見たかもしれない…"
"TDP3-3","Sc: Zerua, msc: SupernovaAlt, sfx: Zerua_Short, Next: [TDP3-4]","Ah, that's better.","ああ、目が覚めてきまーす。"
"TDP3-4","No Sc, msc: SupernovaAlt, no sfx, Next: [TDP3-5]","I eye their badge and rattle my brain for a topic of conversation.","このヒトのバッジが目に入り、わたしはちょっとした会話を
試みる。"
"TDP3-5","Sc: Dmi, msc: SupernovaAlt, no sfx, Next: [TDP3-6]","Are you a clouditech? I think I’ve seen a badge like that before.","クラウド・アーキテクトなんですか？
そういうバッジ、見たことあります。"
"TDP3-6","No Sc, msc: SupernovaAlt, no sfx, Next: [TDP3-7]","It lets out a big smile. It's as if they’ve been waiting for anyone to ask them all day.","お客さんが満面の笑みを見せた。
そう聞かれるのを待っていたかのようだ。"
"TDP3-7","Sc: Zerua, msc: SupernovaAlt, sfx: ZERUA_AWAKE2, Next: [TDP3-8]","Yes! I’m starting a new job architecting artificial clouds! I’ve been looking for a job forever.","はい！人工雲を設計する仕事を始めるんでーす！
長い間、仕事を探してたんでーす。"
"TDP3-8","No Sc, msc: SupernovaAlt, no sfx, Next: [TDP3-9]","She waves her finger above her to-go cup. A mini cloud forms above their cup. Bits of snow sprinkle down. She smiles proudly.","彼女がコーヒーカップの上で人差し指を振る。すると、カップの上にちいさな雲ができた。そこから、ほんの少しの粉雪も下りていき、彼女が誇らしげに微笑んだ。"
"TDP3-9","No Sc, msc: SupernovaAlt, no sfx, Next: [TDP3-10]","I smile too.","自分も笑顔になる。"
"TDP3-10","Sc: Dmi, msc: SupernovaAlt, no sfx, Next: [TDP3-11]","I hope your first day is all you want it to be.","いい初日になるといいですね。"
"TDP3-11","Sc: Zerua, msc: SupernovaAlt, sfx: ZERUA_AWAKE1,CashRegister, Next: [TDP3-11b]"," Thank you! Please stay safe leaving the solar system soon! Tallyho!"," ありがとうございまーす！アナタが無事に太陽系を出ていけますように！タリホー！"
"TDP3-11b","No Sc, msc: SupernovaAlt, sfx: Door_Chime,Door_Close, Next: [D1D-17a]","-door chimes and closes-","[チャイム音が鳴り、ドアが閉まる]"
"TDN3-1","Sc: Zerua, msc: SupernovaAlt, sfx: ZERUA_SLEEPY1, Next: [TDN3-2]","This isn’t quite what I’m looking for…","コレは、ほしかったモノではないかもしれないでーす…"
"TDN3-2","No Sc, msc: SupernovaAlt, no sfx, Next: [TDN3-3]","They pull out their phone and notice the time. It seems to wake her up a little, but not much.","このヒトがスマホを取り出し、時間を確認した。時刻を見て
少しだけ目が覚めたようだが、しゃんとはしていない。"
"TDN3-3","Sc: Zerua, msc: SupernovaAlt, sfx: ZERUA_AWAKE3, Next: [TDN3-4]","Oh! Look at the time. I’ll just figure out a way to stay up when I get there! Tallyho, gas station employee!","わっ！もうこんな時間でーす。眠気はあっちに着いてからどうにか
しまーす！タリホー、ガソスタ店員のお方！"
"TDN3-4","Sc: Dmi, msc: SupernovaAlt, no sfx, Next: [TDN3-4b]"," I have a nametag--"," 自分の名前は、この名札を――"
"TDN3-4b","No Sc, msc: SupernovaAlt, sfx: Door_Chime,Door_Close, Next: [D1D-17a]TDN3-4b","-door chimes and closes-","[チャイム音が鳴り、ドアが閉まる]"
"D1D-17a","No Sc, msc: SupernovaAlt, sfx: FLUBBER2, Next: [D1D-17]","Flubber meows","[プルリリが鳴く]"
"D1D-17","No Sc, msc: SupernovaAlt, sfx: Flubber_Burp, Next: [D1D-18]","Flubber floats and burps. I smile and give her a pat on the head.","プルリリがふわりと浮いてげっぷをした。
わたしは彼女の頭をなでる。"
"D1D-18","No Sc, msc: SupernovaAlt, no sfx, Next: [D1D-19]","She looks proud of herself.","誇らしげな表情だ。"
"D1D-19","No Sc, msc: SupernovaAlt, sfx: Boom_2, Next: [DD1-14]","I jump up from my seat as I hear a boom come from outside.","自分は椅子から飛び上がる。
外から何か、低くて大きな音が聞こえる。"
"DD1-14","Sc: Dmi, msc: SupernovaAlt, no sfx, Next: [8D-1a]"," What the hell--!?"," いや、なに――！？"
"8D-1a","No Sc, msc: SupernovaAlt, sfx: Door_Chime,Door_Open, Next: [8D-1]","-door opens and chimes-","[ドアが開いて、チャイム音が鳴る]"
"8D-1","Sc: 8008, msc: SupernovaAlt, sfx: 80008_Short, Next: [DD1-15]","Sup.","っス。"
"DD1-15","Sc: Dmi, msc: SupernovaAlt, no sfx, Next: [D1D-20]","Uh, sup? What was that?","あーっと、いらっしゃいませ…？なんだったんですか、今の？"
"D1D-20","No Sc, msc: SupernovaAlt, no sfx, Next: [8D-2]","He ignores me and his eyes- er...screen look up.","彼は自分に返事はせず、その両目…ではなく、スクリーンで
こちらを見上げる。"
"8D-2","Sc: 8008, msc: SupernovaAlt, sfx: 80008_2, Next: [DD1-16]","What was what?","何だったって、何がっスか？"
"DD1-16","Sc: Dmi, msc: SupernovaAlt, no sfx, Next: [8D-3]","The boom?","すごい音がしたじゃないですか？"
"8D-3","Sc: 8008, msc: SupernovaAlt, sfx: 80008_Short, Next: [DD1-17]","What boom?","音？っスか？"
"DD1-17","Sc: Dmi, msc: SupernovaAlt, no sfx, Next: [DD1-18]","The-- okay.","だから――いえ。"
"DD1-18","Sc: Dmi, msc: SupernovaAlt, no sfx, Next: [D1D-21]","Do you need something?","何かご入り用ですか？"
"D1D-21","No Sc, msc: SupernovaAlt, sfx: 80008_hum2, Next: [8D-4]","A low hum comes from his circuits. He’s thinking.","彼の回路から低い音が聞こえてくる。考えてるんだ。"
"8D-4","Sc: 8008, msc: SupernovaAlt, sfx: 80008_1, Next: [D1D-22]","You sell any Arinator brand stuff here? That one made by that smoking cyborg from outta the solar system?","「アリネーター」のモンって売ってないっスか？太陽系の外
出身の、ホットなサイボーグが作ったブランドなんスけど。"
"D1D-22","No Sc, msc: SupernovaAlt, no sfx, Next: [DD1-19]","I’ve heard of Arinator probably. Cassiopeia’s a big fan of singers. Though something was kind of funny about this guy’s desperation. ","アリネーターという名前は、おそらく聞いたことがある。カシオペアは歌手が大好きだから。だけど、このお客さんの必死さにはどこか笑ってしまうようなおかしさがあった。 "
"DD1-19","Sc: Dmi, msc: SupernovaAlt, no sfx, Next: [8D-5]","I mean, I can check to see what we got.","えーっと、あるかどうか調べてみましょうか？"
"8D-5","Sc: 8008, msc: SupernovaAlt, sfx: 80008_3, Next: [8D-5b]","Sweet! I’ll also be putting 700 luncos on pump 2.","頼むっス！それと、2番ポンプに700ランコ分入れたいっス。"
"8D-5b","No Sc, msc: SupernovaAlt, sfx: , Next: [TDP4-1,TDN4-1]","Select an item in the shop","店にある商品を選択しよう"
"8D-5b-Option-1","No Sc, msc: SupernovaAlt, sfx: , Next: [TDP4-1,TDN4-1]","",""
"8D-5b-Option-2","No Sc, msc: SupernovaAlt, sfx: , Next: [TDP4-1,TDN4-1]8D-5b-Option-2","",""
"TDP4-1","Sc: 8008, msc: SupernovaAlt, sfx: 80008_1, Next: [TDP4-5]","Yes! Arinator’s limited edition Mint choco paste? I thought this was sold out everywhere!","うおお！アリネーター限定版チョコミント歯みがき粉？
どこも売り切れだと思ってたっス！"
"TDP4-5","Sc: Dmi, msc: SupernovaAlt, no sfx, Next: [TDP4-6]","I mean, it's mint chocolate toothpaste isn’t it?","まあ、チョコミント味の歯みがき粉ですから…"
"TDP4-6","Sc: Dmi, msc: SupernovaAlt, no sfx, Next: [TDP4-7]","I don’t think anyone is in a rush to buy that.","真っ先に買うようなモノではないと思いますね。"
"TDP4-7","Sc: 8008, msc: SupernovaAlt, sfx: 80008_2,CashRegister, Next: [TDP4-7b]","You just don’t understand the intricacies of something like this! Anything she endorses is a godsend!","コレ系の奥深さは、店員さんにはわかんないっスよ！アリ様が
プロモしてるのは、どれもスーパーお役立ち品っスから！"
"TDP4-7b","No Sc, msc: SupernovaAlt, sfx: Door_Close,Door_Chime, Next: [TDP4-8]","-door chimes and closes-","[チャイム音が鳴り、ドアが閉まる]"
"TDP4-8","No Sc, msc: SupernovaAlt, no sfx, Next: [TDP4-9]","He wipes his face (screen?). Then blasts off with his bang of Arinator branded toothpaste in hand.","彼が顔（というかスクリーン？）を拭く。そして、アリネーターブランドの歯みがき粉を片手に、ものすごい速さで飛び出していった。"
"TDP4-9","No Sc, msc: SupernovaAlt, no sfx, Next: [D1D-24a]","Glad he found what he wanted.","ほしかった物が見つかってなによりだ。"
"TDN4-1","Sc: 8008, msc: SupernovaAlt, sfx: 80008_Short, Next: [TDN4-2]","Bro.","ちげえっス。"
"TDN4-2","Sc: 8008, msc: SupernovaAlt, sfx: 80008_3, Next: [TDN4-3]"," This is NOT Arinator. She only has her face on the cover of all her products dude."," これ、アリネーターブランドじゃないっスよ。アリ様の商品には
全部、そのご尊顔がのってるんスから。"
"TDN4-3","No Sc, msc: SupernovaAlt, no sfx, Next: [TDN4-4]","His facial screen switches to a video of a cyborg woman performing a song on stage. Her fans are screaming their lungs out.","彼の顔スクリーンに動画が映った。サイボーグの女性がステージ上で歌を披露していて、ファンの集まりが歓声をとどろかせて
いる。"
"TDN4-4","Sc: 8008, msc: SupernovaAlt, sfx: 80008_1, Next: [TDN4-5]","See? You don’t recognize her?","ほらっ。見たことないっスか？"
"TDN4-5","Sc: Dmi, msc: SupernovaAlt, no sfx, Next: [TDN4-6]","Oh, well...I don’t think I really know her stuff.","うーん、そうですね…この人のブランド品っていうのは、ちょっと
わからないです。"
"TDN4-6","Sc: 8008, msc: SupernovaAlt, sfx: 80008_2, Next: [TDN4-6b]","Fine...I’ll just get gas.","はあ…それじゃ、ガソリンだけ補充するっス。"
"TDN4-6b","No Sc, msc: SupernovaAlt, sfx: Door_Chime,Door_Close, Next: [TDN4-7]","-door chimes and closes-","[チャイム音が鳴り、ドアが閉まる]"
"TDN4-7","No Sc, msc: SupernovaAlt, no sfx, Next: [TDN4-8]","I stare out the window and watch as 8008 picks up a gas pump and guzzles it straight from the nozzle. His screen shows a sad face with a tear. He then blasts off into space.","窓の外をじっと見ていると、8008がポンプを手にとってガソリンを直飲みしているのが見えた。スクリーンの表情は悲しげで、一粒の涙も映っている。それから宇宙へと飛んでいった。"
"TDN4-8","No Sc, msc: SupernovaAlt, no sfx, Next: [D1D-24a]","Poor guy.","悪いことしたな。"
"D1D-24a","No Sc, msc: SupernovaAlt, sfx: Door_Chime,Door_Open, Next: [D1D-24]","-door opens and chimes-","[ドアが開いて、チャイム音が鳴る]"
"D1D-24","No Sc, msc: SupernovaAlt, no sfx, Next: [CRD1]","An old man enters the gas station. He seems to have some kind of air of caution around him. The way he whips his head around makes him look like he is expecting an attack at any moment.","年老いた男性がスタンドに入ってきた。どこか周りを警戒しているような空気をまとっている。辺りを見回すその様子は、まるでいつ攻撃されてもおかしくないと思っているようだ。"
"CRD1","Sc: Crust, msc: SupernovaAlt, sfx: Crust_Short, Next: [DD1-20]","Salutations, Martian.","ジャマするぜ、火星人。"
"DD1-20","Sc: Dmi, msc: SupernovaAlt, no sfx, Next: [CRD2]","Uh, hello? Do you need something, sir?","い、いらっしゃいませ？何かご入り用ですか？"
"CRD2","Sc: Crust, msc: SupernovaAlt, sfx: CRUST2, Next: [D1D-25]","Yes, I actually have a list here…","おう、これに書いてきたんだ…"
