location,context,source,target
TDP1-1,"Sc: Dmi, on phone, msc: SupernovaAlt, no sfx, Next: [TDP1-2]",I’m on the grind right now. I’ll see about that later.,ตอนนี้กำลังทำงานอยู่ เดี๋ยวค่อยเก็บมันทีหลัง
TDP1-2,"Sc: Cassiopeia, on phone, msc: SupernovaAlt, sfx: Text_4_vibrate, Next: [TDP1-3]",Dmi the SUN is gonna explode!?!?!?!,ดมิ <size=120%>ดวงอาทิตย์<size=100%>จะระเบิดแล้วนะ!?!?!?!
TDP1-3,"Sc: Dmi, on phone, msc: SupernovaAlt, no sfx, Next: [ROD1-1]","Yeah, and my account is gonna overdraft.",อ่าฮะ แล้วฉันก็จะถังแตกแล้วเหมือนกัน
ROD1-1,"Sc: Rob, msc: SupernovaAlt, sfx: Rob_Short, Next: [D1D-1]",Dmi!,ดมิ!
D1D-1,"No Sc, msc: SupernovaAlt, sfx: PhoneHangUp, Next: [DD1-1]",I jump from my seat and slam my phone onto the side of the counter.,ฉันสะดุ้งลุกจากเก้าอี้แล้วรีบคว่ำมือถือลงด้านข้างเคาน์เตอร์
DD1-1,"Sc: Dmi, msc: SupernovaAlt, no sfx, Next: [D1D-2]",I wasn’t on my phone!,ไม่ได้เล่นมือถือนะ!
D1D-2,"No Sc, msc: SupernovaAlt, sfx: RobHuff2, Next: [ROD1-2]",Rob huffs.,ร็อบแสดงสีหน้าไม่พอใจ
ROD1-2,"Sc: Rob, msc: SupernovaAlt, sfx: ROB2, Next: [FOD1-1]","I’m not your mother. I’m heading out, but I’m gonna leave Flubber with you.",ฉันไม่ใช่แม่แก เดี๋ยวฉันจะไปแล้ว\nแต่ฉันจะฝากเจ้าฟลับเบอร์ไว้กับแกนะ
FOD1-1,"No Sc, msc: SupernovaAlt, sfx: FLUBBER1, Next: [DD1-2]",Flubber meows,ฟลับเบอร์ร้องเหมียว
DD1-2,"Sc: Dmi, msc: SupernovaAlt, no sfx, Next: [ROD1-3]","Come on, Rob. What am I? A cat-sitter? and on company time?",ไม่เอาน่า ร็อบ นายเห็นฉันเป็นอะไร?\nพี่เลี้ยงแมวเหรอ? แล้วในเวลางานเนี่ยนะ?
ROD1-3,"Sc: Rob, msc: SupernovaAlt, sfx: ROB3, Next: [DD1-3]","Well, I’ll dock your pay if you don’t!",ถ้าแกไม่ดูเจ้าฟลับเบอร์ให้ฉัน ฉันจะตัดเงินเดือนแก!
DD1-3,"Sc: Dmi, msc: SupernovaAlt, no sfx, Next: [ROD1-4]",Don’t you do that already?,ไม่ใช่ว่าตัดไปแล้วหรอกเหรอ?
ROD1-4,"Sc: Rob, msc: SupernovaAlt, no sfx, Next: [DD1-4]",...,...
DD1-4,"Sc: Dmi, msc: SupernovaAlt, no sfx, Next: [ROD1-5]",...,...
ROD1-5,"Sc: Rob, msc: SupernovaAlt, sfx: Rob_Short, Next: [ROD1-6]",...anyways.,...ช่างมันเถอะ
ROD1-6,"Sc: Rob, msc: SupernovaAlt, sfx: ROB3, Next: [ROD1-7]","I gotta help my mom pack, and Flubber likes to play in boxes.",ฉันต้องไปช่วยคุณแม่เก็บของแล้วเจ้าฟลับเบอร์มันชอบเข้าไปเล่นในกล่อง
ROD1-7,"Sc: Rob, msc: SupernovaAlt, sfx: ROB2, Next: [FD1-1]","Besides, she likes you anyway!",อีกอย่าง เจ้าฟลับเบอร์ชอบแกจะตาย!
FD1-1,"Sc: Flubber, msc: SupernovaAlt, sfx: FLUBBER2, Next: [ROD1-8]",Meow,เหมียว
ROD1-8,"Sc: Rob, msc: SupernovaAlt, sfx: Rob_Short, Next: [DD1-5]",See?,เห็นปะ?
DD1-5,"Sc: Dmi, msc: SupernovaAlt, no sfx, Next: [ROD1-9]",Fine...,ก็ได้...
ROD1-9,"Sc: Rob, msc: SupernovaAlt, sfx: ROB1, Next: [ROD1-10]",Thanks! Thats why I always tell people we need more Dmis at Cosmic Fuel!,ขอบใจนะ! เพราะงี้แหละฉันถึงคอยบอกคนอื่นว่า\nเราต้องการดมิที่คอสมิกฟิลอีกหลาย ๆ คนเลย!
ROD1-10,"No Sc, msc: SupernovaAlt, sfx: Door_Chime,Door_Close, Next: [D1D-3]",-door opens and chimes-,-ประตูเปิดพร้อมเสียงกระดิ่ง-
D1D-3,"No Sc, msc: SupernovaAlt, no sfx, Next: [D1D-4]","Ugh, Rob’s always piling stuff on me like this.",เห้อ ร็อบเอานู่นนี่นั่นมากองให้ทำตลอดเลย
D1D-4,"No Sc, msc: SupernovaAlt, no sfx, Next: [CalderEnter]",I stare at my phone. I shouldn’t leave Cassie hanging…,ฉันจ้องดูมือถือตัวเอง ฉันไม่ควรปล่อยให้แคสซี่ต้องรอ...
CalderEnter,"No Sc, msc: SupernovaAlt, sfx: Door_Chime,Door_Open, Next: [D1D-5]",-door opens and chimes-,-ประตูเปิดพร้อมเสียงกระดิ่ง-
D1D-5,"No Sc, msc: SupernovaAlt, no sfx, Next: [D1D-6]",Cassiopeia’s got to wait.,แต่แคสซิโอเปียคงจะต้องรอไปก่อน
D1D-6,"No Sc, msc: SupernovaAlt, no sfx, Next: [DD1-6]",The customer before me nods her head to the beat coming from her headphones. He sizes up the shelves. Almost looks like he has the intention of cleaning out our stock.,ลูกค้าที่อยู่ตรงหน้าฉันโยกหัวตามจังหวะเสียงเพลงที่ดังออกมาจากหูฟัง\nเขากวาดตาดูของบนชั้นวางราวกับว่าจะเหมาของหมดทั้งร้าน
DD1-6,"Sc: Dmi, msc: SupernovaAlt, no sfx, Next: [CAD-1]","Uh, do you need anything?",เอ่อ คุณหาอะไรอยู่รึเปล่า?
CAD-1,"Sc: Calder, msc: SupernovaAlt, sfx: Calder_Short, Next: [D1D-7]",What!?,อะไรนะ!?
D1D-7,"No Sc, msc: SupernovaAlt, no sfx, Next: [DD1-7]",What type of music is that? R&B? Retro R&B?,นั่นมันเพลงอะไรน่ะ? R&B เหรอ? หรือเรโทร R&B?
DD1-7,"Sc: Dmi, msc: SupernovaAlt, no sfx, Next: [CAD-2]",DO YOU NEED ANYTHING?,<size=120%>คุณหาอะไรอยู่รึเปล่า?
CAD-2,"Sc: Calder, msc: SupernovaAlt, sfx: CALDER2, Next: [DD1-8]",DO I WHAT? I’M NOT GOOD AT READING LIPS!,<size=120%>เราอะไรนะ? <size=120%>เราอ่านปากไม่ค่อยเก่ง!
DD1-8,"Sc: Dmi, msc: SupernovaAlt, no sfx, Next: [CAD-3]",TURN IT DOWN!,<size=120%>ก็เบาเพลงสิ!
CAD-3,"Sc: Calder, msc: SupernovaAlt, sfx: Calder_Short, Next: [D1D-8]",Oh!,โอ้!
D1D-8,"No Sc, msc: SupernovaAlt, no sfx, Next: [CAD-4]",She adjusts the volume of her headphones.,เขาปรับเสียงหูฟังของตัวเอง
CAD-4,"Sc: Calder, msc: SupernovaAlt, sfx: CALDER1, Next: [CAD-5]","Sorry, I sometimes forget to just turn off the music.",โทษทีนะ บางทีฉันก็ลืมปิดเพลง
CAD-5,"Sc: Calder, msc: SupernovaAlt, sfx: CALDER3, Next: [DD1-9a,DD1-11a]",Do you have a Doomsday sale going on?,เธอมีโปรวันดาวระเบิดรึเปล่า?
CAD-5-Option-1,"Sc: Calder, msc: SupernovaAlt, sfx: CALDER3, Next: [DD1-9a,DD1-11a]",Doomsday Sale?,โปรวันดาวระเบิดอะไรกัน?
CAD-5-Option-2,"Sc: Calder, msc: SupernovaAlt, sfx: CALDER3, Next: [DD1-9a,DD1-11a]","Sure, if you just take it.",มีสิ ถ้าคุณอยากให้มี
DD1-9a,"Sc: Dmi, msc: SupernovaAlt, no sfx, Next: [DD1-9b]",Doomsday Sale?,โปรวันดาวระเบิดอะไรกัน?
DD1-9b,"Sc: Dmi, msc: SupernovaAlt, no sfx, Next: [CAD-6]",We’re supposed to have one?,เราต้องมีโปรแบบนั้นด้วยเหรอ?
CAD-6,"Sc: Calder, msc: SupernovaAlt, sfx: CALDER2, Next: [D1D-9]","Well, why not? I looked it up on Froogle.",ทำไมถึงจะไม่ควรมีล่ะ? ฟรูเกิ้ลมันว่าแบบนั้นน่ะ
D1D-9,"No Sc, msc: SupernovaAlt, no sfx, Next: [DD1-10]",I sigh. She’s one of those customers.,เห้อ เขาเป็นลูกค้าแบบนั้นนี่เอง
DD1-10,"Sc: Dmi, msc: SupernovaAlt, no sfx, Next: [CAD-9]","Sorry, there are no Doomsday promotions going on. If you cash in with your Cosmic membership that’ll take a few luncos off.",โทษทีนะ แต่ตอนนี้เราไม่มีโปรวันดาวระเบิดน่ะ\nแต่ถ้าคุณใช้แต้มสมาชิกบัตรคอสมิกก็น่าจะลดได้นิดหน่อยนะ
DD1-11a,"Sc: Dmi, msc: SupernovaAlt, no sfx, Next: [DD1-11b]","Sure, if you just take it.",มีสิ ถ้าคุณอยากให้มี
DD1-11b,"Sc: Dmi, msc: SupernovaAlt, no sfx, Next: [D1D-10]",It’ll be 100% off then.,มันก็จะลดไป 100%
D1D-10,"No Sc, msc: SupernovaAlt, no sfx, Next: [CAD-7]",Calder’s eyes widen.,คาลเดอร์มองตาเป็นมัน
CAD-7,"Sc: Calder, msc: SupernovaAlt, sfx: CALDER1, Next: [D1D-11]",Really? I can just take it?,จริงเหรอ? เราหยิบมันไปได้เลยเหรอ?
D1D-11,"No Sc, msc: SupernovaAlt, no sfx, Next: [DD1-12]",Excitement spreads across his face.,สีหน้าของเขาเต็มไปด้วยความตื่นเต้น
DD1-12,"Sc: Dmi, msc: SupernovaAlt, no sfx, Next: [D1D-12]",No.,ไม่
D1D-12,"No Sc, msc: SupernovaAlt, no sfx, Next: [CAD-8]",Her smile fades.,แล้วรอยยิ้มบนหน้าของคาลเดอร์ก็จางหายไป
CAD-8,"Sc: Calder, msc: SupernovaAlt, sfx: Calder_Short, Next: [D1D-13]",Aww man.,โถ่ว น่าเสียดาย
D1D-13,"No Sc, msc: SupernovaAlt, sfx: Calder_Grunt3, Next: [CAD-9]",He huffs.,คาลเดอร์ทำหน้าเซ็ง
CAD-9,"Sc: Calder, msc: SupernovaAlt, sfx: CALDER1, Next: [DD1-13]","Alright then, can I put 400 Luncos on pump 2, and what type of fizzy drinks do you have? You’ve gotta have a 2-for-1 deal here.",โอเค งั้นเราขอเติมน้ำมัน 400 เหรียญดวงจันทร์ที่ปั๊ม 2\nแล้วเธอมีน้ำอัดลมอะไรขายมั่งล่ะ? ที่นี่มันต้องมีโปรซื้อ 2 แถม 1 มั่งแหละนะ
DD1-13,"Sc: Dmi, msc: SupernovaAlt, no sfx, Next: [CalderShopChoice]","Hold on, I think I have something in mind.",รอก่อนนะ ฉันคิดว่าฉันคิดอะไรบางอย่างได้
CalderShopChoice,"No Sc, msc: SupernovaAlt, no sfx, Next: [TDP2-1,TDN2-1]",Select an item in the shop,เลือกของในร้าน
CalderShopChoice-Option-1,"No Sc, msc: SupernovaAlt, no sfx, Next: [TDP2-1,TDN2-1]",,
CalderShopChoice-Option-2,"No Sc, msc: SupernovaAlt, no sfx, Next: [TDP2-1,TDN2-1]",,
TDP2-1,"No Sc, msc: SupernovaAlt, no sfx, Next: [TDP2-2]",Her eyes light up from the soda in my hand.,ตาของคาลเดอร์เปล่งประกายหลังจากที่เห็นเดอา เดอาในมือของฉัน
TDP2-2,"Sc: Calder, msc: SupernovaAlt, sfx: CALDER1, Next: [TDP2-3]",You guys carry Deia Deia Soda!? I have a coupon for those!,พวกเธอขายเดอา เดอาด้วยเหรอ!? เรามีคูปองที่ใช้ซื้อมันได้!
TDP2-3,"No Sc, msc: SupernovaAlt, no sfx, Next: [TDP2-4]",He pulls out a comically large coupon book and flips through the pages. She passes a coupon with a picture of Deia Deia Soda.,คาลเดอร์หยิบสมุดคูปองเล่มใหญ่เว่อร์วังออกมาแล้วเปิดหาคูปอง\nเขายื่นคูปองที่มีรูปน้ำอัดลมเดอา เดอามาให้
TDP2-4,"Sc: Dmi, msc: SupernovaAlt, no sfx, Next: [TDP2-5a]",Huh. I guess you do. I’ll ring you up.,หื้ม มีจริงซะด้วย เดี๋ยวคิดเงินให้นะ
TDP2-5a,"No Sc, msc: SupernovaAlt, sfx: CashRegister, Next: [TDP2-5]",-register chimes-,-เสียงเครื่องคิดเงินดัง-
TDP2-5,"Sc: Calder, msc: SupernovaAlt, sfx: CALDER3, Next: [TDP2-6a]",Thanks!,ขอบใจนะ!
TDP2-6a,"No Sc, msc: SupernovaAlt, sfx: Door_Chime,Door_Close, Next: [TDP2-6]",-door chimes and closes-,-เสียงกระดิ่งดังแล้วประตูก็ปิด-
TDP2-6,"No Sc, msc: SupernovaAlt, no sfx, Next: [D1D-14a]",The candle-headed alien makes his way out of the gas station. I catch a glimpse of a snazzy-looking ship outside. She’s got good taste.,เอเลี่ยนหัวเทียนไขกำลังเดินออกจากปั๊มน้ำมัน\nฉันเหลือบไปเห็นยานหน้าตาดูดีมีสไตล์อยู่ข้างนอก เทสต์ดีไม่เบาเลยนี่
D1D-14a,"No Sc, msc: SupernovaAlt, sfx: FLUBBER1, Next: [D1D-14]",Flubber meows,ฟลับเบอร์ร้องเหมียว
TDN2-1,"Sc: Calder, msc: SupernovaAlt, sfx: CALDER1, Next: [TDN2-2]","Uh, this isn’t what I was really looking for.",เอ่อ นั่นมันไม่ใช่ของที่ฉันจะเอา
TDN2-2,"Sc: Calder, msc: SupernovaAlt, sfx: CALDER3, Next: [TDN2-3]",I’ve gotta go! I almost forgot there is a sale on 5D glasses on Uranus!,เราต้องไปแล้ว! เกือบลืมไปเลยว่ามีแว่นตา 5D ลดราคาอยู่ที่ดาวยูเรนัส!
TDN2-3,"No Sc, msc: SupernovaAlt, sfx: Door_Chime,Door_Close, Next: [D1D-14]",He bolts out of the gas station.,คาลเดอร์พุ่งพล่านออกไปจากปั๊มน้ำมัน
D1D-14,"No Sc, msc: SupernovaAlt, no sfx, Next: [D1D-15]","Flubber stares, unblinking.",ฟลับเบอร์จ้องตาไม่กระพริบ
D1D-15,"No Sc, msc: SupernovaAlt, no sfx, Next: [ZD1a]",She usually does that when she’s happy!,ฟลับเบอร์ชอบทำแบบนั้นเวลามีความสุข!
ZD1a,"No Sc, msc: SupernovaAlt, sfx: Door_Chime,Door_Open, Next: [D1D-16]",-door opens and chimes-,-ประตูเปิดพร้อมเสียงกระดิ่ง-
D1D-16,"No Sc, msc: SupernovaAlt, no sfx, Next: [ZD1]",The cloudy person who enters the gas station yawns loudly. Her badge twinkles under the industrial lights.,มนุษย์ปุยเมฆเดินเข้าปั๊มน้ำมันมาพร้อมกับหาวเสียงดัง\nบัตรพนักงานของเขาเปล่งประกายระยิบระยับใต้แสงไฟ
ZD1,"Sc: Zerua, msc: SupernovaAlt, sfx: ZERUA_SLEEPY1, Next: [ZD1b]",I’m starting a new job outside of the solar system. Do you have Zolkan Coffee perchance?,ฉันกำลังจะเริ่มงานใหม่นอกระบบสุริยะ\nคุณพอจะมีกาแฟโซลคานขายบ้างไหมคะ?
ZD1b,"No Sc, msc: SupernovaAlt, sfx: , Next: [TDP3-1,TDN3-1]",Select an item in the shop,เลือกของในร้าน
ZD1b-Option-1,"No Sc, msc: SupernovaAlt, sfx: , Next: [TDP3-1,TDN3-1]",,
ZD1b-Option-2,"No Sc, msc: SupernovaAlt, sfx: , Next: [TDP3-1,TDN3-1]",,
TDP3-1,"Sc: Zerua, msc: SupernovaAlt, sfx: ZERUA_SLEEPY2, Next: [TDP3-2]","Oh, my stars! Thank you!",โอ้ เหล่าดวงดารา! ขอบคุณนะคะ!
TDP3-2,"No Sc, msc: SupernovaAlt, no sfx, Next: [TDP3-3]","Before the drink sits for more than a nanosecond, it takes a long sip. I don’t think I’ve ever seen anyone down hot coffee that fast before…",หลังจากได้กาแฟมายังไม่ทันจะเกิน 1 นาโนวินาที เขาก็จิบไปแล้วอึกนึง\nฉันไม่คิดว่าฉันจะเคยเห็นใครซดกาแฟร้อน ๆ ได้เร็วขนาดนั้นมาก่อนเลย...
TDP3-3,"Sc: Zerua, msc: SupernovaAlt, sfx: Zerua_Short, Next: [TDP3-4]","Ah, that's better.",อ่าาา ค่อยดีขึ้นหน่อย
TDP3-4,"No Sc, msc: SupernovaAlt, no sfx, Next: [TDP3-5]",I eye their badge and rattle my brain for a topic of conversation.,ฉันมองไปที่บัตรของเขาแล้วพยายามสรรหาประเด็นมาพูดคุย
TDP3-5,"Sc: Dmi, msc: SupernovaAlt, no sfx, Next: [TDP3-6]",Are you a clouditech? I think I’ve seen a badge like that before.,คุณเป็นเมฆาปนิกเหรอ? ฉันคิดว่าฉันเคยเห็นบัตรแบบนั้นมาก่อน
TDP3-6,"No Sc, msc: SupernovaAlt, no sfx, Next: [TDP3-7]",It lets out a big smile. It's as if they’ve been waiting for anyone to ask them all day.,เขายิ้มจนแก้มปริ ราวกับว่ารอให้ใครสักคนมาถามคำถามนี้มาทั้งวัน
TDP3-7,"Sc: Zerua, msc: SupernovaAlt, sfx: ZERUA_AWAKE2, Next: [TDP3-8]",Yes! I’m starting a new job architecting artificial clouds! I’ve been looking for a job forever.,ใช่แล้วค่ะ! ฉันกำลังจะเริ่มงานใหม่ที่ฉันจะได้ออกแบบเมฆเทียม!\nฉันหางานมานานมากเลย
TDP3-8,"No Sc, msc: SupernovaAlt, no sfx, Next: [TDP3-9]",She waves her finger above her to-go cup. A mini cloud forms above their cup. Bits of snow sprinkle down. She smiles proudly.,เขาแกว่งนิ้วเหนือถ้วยกาแฟ จากนั้นเมฆก้อนเล็ก ๆ ก็ได้ก่อตัวขึ้นเหนือถ้วย\nแล้วก็มีเกล็ดหิมะเล็ก ๆ โปรยปรายลงมา เขายิ้มอย่างภาคภูมิใจ
TDP3-9,"No Sc, msc: SupernovaAlt, no sfx, Next: [TDP3-10]",I smile too.,ฉันเองก็ยิ้มเหมือนกัน
TDP3-10,"Sc: Dmi, msc: SupernovaAlt, no sfx, Next: [TDP3-11]",I hope your first day is all you want it to be.,ขอให้วันแรกของคุณเป็นไปในแบบที่คุณหวังไว้นะ
TDP3-11,"Sc: Zerua, msc: SupernovaAlt, sfx: ZERUA_AWAKE1,CashRegister, Next: [TDP3-11b]", Thank you! Please stay safe leaving the solar system soon! Tallyho!, ขอบคุณนะคะ! ขอให้แคล้วคลาดปลอดภัยได้ออกไปจากที่นี่ได้ในเร็ววันนะคะ!\nไปละค่ะ!
TDP3-11b,"No Sc, msc: SupernovaAlt, sfx: Door_Chime,Door_Close, Next: [D1D-17a]",-door chimes and closes-,-เสียงกระดิ่งดังแล้วประตูก็ปิด-
TDN3-1,"Sc: Zerua, msc: SupernovaAlt, sfx: ZERUA_SLEEPY1, Next: [TDN3-2]",This isn’t quite what I’m looking for…,นั่นมันไม่น่าใช่ของที่ฉันอยากจะได้นะคะ...
TDN3-2,"No Sc, msc: SupernovaAlt, no sfx, Next: [TDN3-3]","They pull out their phone and notice the time. It seems to wake her up a little, but not much.",เขาหยิบมือถือขึ้นมาดูเวลา เหมือนมันจะช่วยให้เขาตื่นขึ้นมาได้นิดหน่อย\nแต่ก็แค่นิดหน่อย
TDN3-3,"Sc: Zerua, msc: SupernovaAlt, sfx: ZERUA_AWAKE3, Next: [TDN3-4]","Oh! Look at the time. I’ll just figure out a way to stay up when I get there! Tallyho, gas station employee!",โอ้! โอ้! ถึงเวลาแล้วเหรอเนี่ย เดี๋ยวฉันค่อยหาวิธีทำให้ไม่หลับตอนไปถึงที่นั่นแล้วละกัน!\nไปแล้วนะคะ คุณพนักงานปั๊มน้ำมัน!
TDN3-4,"Sc: Dmi, msc: SupernovaAlt, no sfx, Next: [TDN3-4b]", I have a nametag--, ฉันมีป้ายชื่อ--
TDN3-4b,"No Sc, msc: SupernovaAlt, sfx: Door_Chime,Door_Close, Next: [D1D-17a]",-door chimes and closes-,-เสียงกระดิ่งดังแล้วประตูก็ปิด-
D1D-17a,"No Sc, msc: SupernovaAlt, sfx: FLUBBER2, Next: [D1D-17]",Flubber meows,ฟลับเบอร์ร้องเหมียว
D1D-17,"No Sc, msc: SupernovaAlt, sfx: Flubber_Burp, Next: [D1D-18]",Flubber floats and burps. I smile and give her a pat on the head.,ฟลับเบอร์ลอยแล้วก็เรอ ฉันยิ้มแล้วก็ลูบหัวฟลับเบอร์
D1D-18,"No Sc, msc: SupernovaAlt, no sfx, Next: [D1D-19]",She looks proud of herself.,ฟลับเบอร์ดูภูมิใจในตัวเอง
D1D-19,"No Sc, msc: SupernovaAlt, sfx: Boom_2, Next: [DD1-14]",I jump up from my seat as I hear a boom come from outside.,ฉันสะดุ้งขึ้นมาจากเก้าอี้ตอนที่ได้ยินเสียงดังตู้มมาจากข้างนอก
DD1-14,"Sc: Dmi, msc: SupernovaAlt, no sfx, Next: [8D-1a]", What the hell--!?, อะไรวะนั่น--!?
8.0D-1a,"No Sc, msc: SupernovaAlt, sfx: Door_Chime,Door_Open, Next: [8D-1]",-door opens and chimes-,-ประตูเปิดพร้อมเสียงกระดิ่ง-
8.0D-1,"Sc: 8008, msc: SupernovaAlt, sfx: 80008_Short, Next: [DD1-15]",Sup.,ไง
DD1-15,"Sc: Dmi, msc: SupernovaAlt, no sfx, Next: [D1D-20]","Uh, sup? What was that?",เอ่อ ไง? นั่นมันอะไร?
D1D-20,"No Sc, msc: SupernovaAlt, no sfx, Next: [8D-2]",He ignores me and his eyes- er...screen look up.,เขาเมินที่ฉันถามไป แล้วตาของ-เอ่อ... หน้าจอของเขามันมองไปข้างบน
8.0D-2,"Sc: 8008, msc: SupernovaAlt, sfx: 80008_2, Next: [DD1-16]",What was what?,อะไรมันอะไร?
DD1-16,"Sc: Dmi, msc: SupernovaAlt, no sfx, Next: [8D-3]",The boom?,เสียงตู้มมั้ง?
8.0D-3,"Sc: 8008, msc: SupernovaAlt, sfx: 80008_Short, Next: [DD1-17]",What boom?,เสียงตู้มอะไร?
DD1-17,"Sc: Dmi, msc: SupernovaAlt, no sfx, Next: [DD1-18]",The-- okay.,สะ-- โอเค
DD1-18,"Sc: Dmi, msc: SupernovaAlt, no sfx, Next: [D1D-21]",Do you need something?,คุณหาอะไรอยู่รึเปล่า?
D1D-21,"No Sc, msc: SupernovaAlt, sfx: 80008_hum2, Next: [8D-4]",A low hum comes from his circuits. He’s thinking.,เสียงหึ่งเบา ๆ ดังมาจากวงจรของเขา เขากำลังคิดอยู่
8.0D-4,"Sc: 8008, msc: SupernovaAlt, sfx: 80008_1, Next: [D1D-22]",You sell any Arinator brand stuff here? That one made by that smoking cyborg from outta the solar system?,ที่นี่มีของแบรนด์แอริเนเตอร์อะไรขายมั่งไหม?\nของที่ผลิตโดยไซบอร์กสุดฮ็อตจากนอกระบบสุริยะอะไรแบบนั้นน่ะ?
D1D-22,"No Sc, msc: SupernovaAlt, no sfx, Next: [DD1-19]",I’ve heard of Arinator probably. Cassiopeia’s a big fan of singers. Though something was kind of funny about this guy’s desperation. ,ฉันน่าจะเคยได้ยินเกี่ยวกับแอริเนเตอร์มาบ้าง แคสซิโอเปียเป็นแฟนตัวยงของนักร้องหลาย ๆ คน\nแต่ตาหุ่นยนต์นี่เขาดูกระเหี้ยนกระหือรือแปลก ๆ ยังไงไม่รู้ 
DD1-19,"Sc: Dmi, msc: SupernovaAlt, no sfx, Next: [8D-5]","I mean, I can check to see what we got.",ฉันหมายถึงว่า เดี๋ยวฉันไปดูมาให้นะว่าเรามีอะไรบ้าง
8.0D-5,"Sc: 8008, msc: SupernovaAlt, sfx: 80008_3, Next: [8D-5b]",Sweet! I’ll also be putting 700 luncos on pump 2.,เยี่ยมเลย! ผมขอเติมน้ำมัน 700 เหรียญดวงจันทร์ที่ปั๊ม 2 ด้วยนะ
8.0D-5b,"No Sc, msc: SupernovaAlt, sfx: , Next: [TDP4-1,TDN4-1]",Select an item in the shop,เลือกของในร้าน
8D-5b-Option-1,"No Sc, msc: SupernovaAlt, sfx: , Next: [TDP4-1,TDN4-1]",,
8D-5b-Option-2,"No Sc, msc: SupernovaAlt, sfx: , Next: [TDP4-1,TDN4-1]",,
TDP4-1,"Sc: 8008, msc: SupernovaAlt, sfx: 80008_1, Next: [TDP4-5]",Yes! Arinator’s limited edition Mint choco paste? I thought this was sold out everywhere!,เยส! ยาสีฟันแอริเนเตอร์กลิ่นช็อกมินต์รุ่นลิมิเต็ดเหรอเนี่ย?\nผมนึกว่ามีคนซื้อไปจนไม่เหลือสักที่แล้วซะอีก!
TDP4-5,"Sc: Dmi, msc: SupernovaAlt, no sfx, Next: [TDP4-6]","I mean, it's mint chocolate toothpaste isn’t it?",ที่จริง มันก็เป็นยาสีฟันช็อกโกแล็ตมินต์ไม่ใช่เหรอ?
