location,context,source,target
IGD5,Itch Game Description,"Most people have relocated already, but a few people are still around.",คนส่วนใหญ่ย้ายออกไปแล้ว แต่คนบางคนก็ยังอยู่แถวนี้
IGD6,Itch Game Description,Who will you meet in those last three days?,คุณจะได้พบกับใครบ้างในสามวันสุดท้าย
IGD7,Itch Game Description,Notes from the creators:,โน้ตจากผู้พัฒนา:
IGD8,Itch Game Description,"A significant amount of work went into making this game accessible, thanks to our UX designer Susan.",ขอบคุณซูซาน นักออกแบบ UX ของเราที่ทุ่มแรงในการพัฒนาตัวช่วยในการเข้าถึงของเกมนี้
IGD9,Itch Game Description,Features:,ฟีเจอร์:
IGD10,Itch Game Description,"Roughly 7,000 words of dialogue and narration","บทพูดและคำบรรยายประมาณ 7,000 คำ"
IGD11,Itch Game Description,Two Endings!,จบได้ 2 แบบ!
IGD12,Itch Game Description,You can pet the cat(?)!,เล่นกับแมว(?)ได้!
IGD13,Itch Game Description,One playthrough should be around 25 minutes,หนึ่งรอบใช้เวลาเล่นประมาณ 25 นาที
IGD14,Itch Game Description,A Special thanks to Trey and Brandon for keeping Britney sane while organizing dialogue!,ขอบคุณเทรย์และแบรนดอนที่ช่วยไม่ให้บริทนีย์สติหลุดตอนจัดเรียงบทพูด!
IGD15,Itch Game Description,Contributors:,พัฒนาโดย:
IGD16,Itch Game Description,Attribution:,สิทธิ์ความเป็นเจ้าของ:
IGD17,Not sure if some of the non-latin alphabets need to translate this,Twitter,Twitter
IGD18,Not sure if some of the non-latin alphabets need to translate this,Instagram,Instagram
IGD19,Not sure if some of the non-latin alphabets need to translate this,Linktree,Linktree
IGD20,Itch Game Description,Portfolio,Portfolio
INSTALL1,Installation details,Mac users - you may have to use the itch app to play this game,ผู้ใช้ Mac อาจจะต้องใช้แอป Itch เพื่อเล่นเกมนี้
NAV4, On the phone missing string,How do you want to respond?,คุณต้องการจะตอบว่าอย่างไร
S6,Front of shop shelves,Go Back,กลับไป
PM6,Pause menu,Resume,เล่นต่อ
OPT7,Options Menu,Language Options,ตั้งค่าภาษา
