[DD2-7],[DD2-8],,FALSE,FALSE,FALSE,FALSE,,Dmi,Kkili, Whoa! 
[DD2-8],[D2D-19],,FALSE,FALSE,FALSE,FALSE,,Dmi,Kkili," Sorry, it’s slow today. So, uh, I’ve been on my phone a bit more. "
[D2D-19],[D2D-20],,FALSE,FALSE,TRUE,FALSE,,None,Kkili,"I take in the woman. From the ringlets across her body, she seems to be a shapeshifter. "
[D2D-20],[D2D-21],,FALSE,FALSE,TRUE,FALSE,,None,Kkili,Something feels awfully familiar about her like I’ve seen her somewhere before. 
[D2D-21],[KD1],,FALSE,FALSE,TRUE,FALSE,,None,Kkili,"She doesn’t seem to notice the interest, she has a knowing smile as her attention still seems on me and my phone. "
[KD1],[DD2-9],,FALSE,FALSE,FALSE,FALSE,KKILI2,K’Kili,Kkili," They must sound important to you. Just relax, I’m sure you’re lovely to speak to. "
[DD2-9],[D2D-22],,FALSE,FALSE,FALSE,FALSE,,Dmi,Kkili, It depends on the day. 
[D2D-22],[KD2],,FALSE,FALSE,FALSE,TRUE,,None,Kkili,She laughs. 
[KD2],[D2D-23],,FALSE,FALSE,FALSE,FALSE,KKILI3,K’Kili,Kkili, Hit me with it. What’s got you stressed? 
[D2D-23],[D2D-24],,FALSE,FALSE,TRUE,FALSE,,None,Kkili,I think for a second. Do I actually want to just spill my guts out to this complete stranger? 
[D2D-24],[D2D-25],,FALSE,FALSE,TRUE,FALSE,,None,Kkili,… 
[D2D-25],[DD2-10],,FALSE,FALSE,TRUE,FALSE,,None,Kkili,"Actually, yeah. I can’t pay for a therapist anyways. Why not. "
[DD2-10],[D2D-26],,FALSE,FALSE,FALSE,FALSE,,Dmi,Kkili, I don’t know how to tell her I don’t qualify for a space jump so I’m going to be stuck here. 
[D2D-26],[DD2-11],,FALSE,FALSE,FALSE,TRUE,,None,Kkili,The not-therapist nods as she listens to me. 
[DD2-11],[KD3],,FALSE,FALSE,FALSE,FALSE,,Dmi,Kkili," I’ve been trying to just carry on, but I think she knows something is wrong. "
[KD3],[D2D-27],,FALSE,FALSE,FALSE,FALSE,KKILI2,K’Kili,Kkili," Well, you’re going to traumatize the stars outta her when she finds out you’re gonna be space dust and you never warned her. "
[D2D-27],[D2D-28],,FALSE,FALSE,TRUE,FALSE,,None,Kkili,I choke. When she puts it that way… 
[D2D-28],[DD2-12],,FALSE,FALSE,TRUE,FALSE,,None,Kkili,I try to search for a way to back out despite this being my fault we’re having this very personal conversation at a gas station counter. 
[DD2-12],[KD4],,FALSE,FALSE,FALSE,FALSE,,Dmi,Kkili," Is there something, in particular, you’re looking for or…? "
[KD4],[D2D-29],,FALSE,FALSE,FALSE,FALSE,KKILI1,K’Kili,Kkili, I see what you’re doing here. 
[D2D-29],[KD5],,FALSE,FALSE,TRUE,FALSE,,None,Kkili,She plays along though. 
[KD5],[KD6],,FALSE,FALSE,FALSE,FALSE,KKILI3,K’Kili,Kkili, I’ll put 900 luncos on pump 5. 
[KD6],[D2D-30],,FALSE,FALSE,FALSE,FALSE,KKILI2,K’Kili,Kkili, And are any of those behind you good? Looking to get something for my wife back on our ship. 
[D2D-30],[DD2-13],,FALSE,FALSE,FALSE,TRUE,,None,Kkili,She points to the hot food machines behind me and I shrug. 
[DD2-13],[DD2-14],,FALSE,FALSE,FALSE,FALSE,,Dmi,Kkili," Nothing to write home about, but I think they’re pretty good. "
[DD2-14],[D2D-31],,FALSE,FALSE,FALSE,FALSE,,Dmi,Kkili, Especially if you’re hungry. 
[D2D-31],[KD7],,FALSE,FALSE,FALSE,TRUE,,None,Kkili,She lets out a hearty laugh. 
[KD7],[KD8],,FALSE,FALSE,FALSE,FALSE,KKILI1,K’Kili,Kkili," Oh, man. I know that feeling when food is good just cuz you haven’t had anything. "
[KD8],[KD8b],,FALSE,FALSE,FALSE,FALSE,KKILI3,K’Kili,Kkili, Something with a good crunch to it seems like something my wife would like. 
[KD8b],[TDP9-1][TDN9-1],Mghooni,FALSE,TRUE,FALSE,FALSE,,None,,Please select something from the shop 
[TDN9-1],[TDN9-2],,FALSE,FALSE,FALSE,TRUE,,None,Kkili,K’Kili inspects the food presented to her. 
[TDN9-2],[TDN9-3],,FALSE,FALSE,FALSE,FALSE,KKILI1,K’Kili,Kkili," Hmm, I don’t mean to be rude kid, but I don’t think she’s going to like this. "
[TDN9-3],[TDN9-4],,FALSE,FALSE,FALSE,FALSE,KKILI2,K’Kili,Kkili, I wouldn’t really call this crunchy either. 
[TDN9-4],[TDN9-5],,FALSE,FALSE,FALSE,FALSE,,Dmi,Kkili, You sure she might not like this better? 
[TDN9-5],[TDN9-6],,FALSE,FALSE,FALSE,FALSE,KKILI3,K’Kili,Kkili, Pretty sure I’d know what she likes best. 
[TDN9-6],[TDN9-7],,FALSE,FALSE,TRUE,FALSE,,None,Kkili,I sigh. Seems my gas station munchies intuition failed me today. 
[TDN9-7],[TDN9-8],,FALSE,FALSE,FALSE,FALSE,,Dmi,Kkili, Sorry bout that. 
[TDN9-8],[D2D-32],,FALSE,FALSE,FALSE,FALSE,KKILI1,K’Kili,Kkili, It's fine. I’ll take the gas at least. 
[TDP9-1],[TDP9-2],,FALSE,FALSE,FALSE,FALSE,KKILI2,K’Kili,Kkili, What are these called again? M’Ghooni Nachos? 
[TDP9-2],[TDP9-3],,FALSE,FALSE,FALSE,FALSE,,Dmi,Kkili, It's got a little kick to it. If your wife likes spice I’m sure she’d be into it. 
[TDP9-3],[TDP9-4],,FALSE,FALSE,FALSE,FALSE,KKILI3,K’Kili,Kkili, I’m Martian. I can handle more than a little kick. 
[TDP9-4],[TDP9-5],,FALSE,FALSE,FALSE,TRUE,,None,Kkili,The alleged shapeshifter lifts up a chip and chomps down on it. 
[TDP9-5],[TDP9-6],,FALSE,FALSE,FALSE,FALSE,KKILI2,K’Kili,Kkili, Oh! That's a pretty solid nacho. 
[TDP9-6],[TDP9-7],,FALSE,FALSE,FALSE,FALSE,,Dmi,Kkili," Yeah, my friend would usually call me to bring some back with me back when we were roommates. "
[TDP9-7],[TDP9-8],,FALSE,FALSE,FALSE,FALSE,KKILI1,K’Kili,Kkili, They’ve got good taste. Can you get one for me too? 
[TDP9-8],[D2D-32],,FALSE,FALSE,FALSE,TRUE,,None,Kkili,I nod as I go over to the machine and get out a second batch of M’Ghooni Nachos. 
[D2D-32],[KD9],,FALSE,FALSE,FALSE,TRUE,,None,Kkili,The woman grabs her wallet in her pocket. 
[KD9],[DD2-15],,FALSE,FALSE,FALSE,FALSE,KKILI2,K’Kili,Kkili, You take cards don’t you? Or did that stop for Doomsday? 
[DD2-15],[D2D-33],,FALSE,FALSE,FALSE,FALSE,,Dmi,Kkili, Nothing stops at Cosmic Fuel for Doomsday. 
[D2D-33],[D2D-34],,FALSE,FALSE,FALSE,TRUE,,None,Kkili,The woman cooly passes a card to me. I grab for it and freeze as I realize she passed me an ID. 
[D2D-34],[D2D-35],,FALSE,FALSE,TRUE,FALSE,,None,Kkili,"The name is one I remember very well, as it was all over the Martian news. "
[D2D-35],[KD10],,FALSE,FALSE,TRUE,FALSE,,None,Kkili,Holy crap. This woman is like… an urban legend on Mars. 
[KD10],[D2D-36],,FALSE,FALSE,FALSE,FALSE,KKili_Short,K’Kili,Kkili, Did my card decline? 
[D2D-36],[KD11],,FALSE,FALSE,FALSE,TRUE,,None,Kkili,All six of her eyes widen as she realizes her debit card isn’t in my hand and she snatches it. 
[KD11],[D2D-37],,FALSE,FALSE,FALSE,FALSE,KKili_Short,K’Kili,Kkili, Wrong card! Wrong card! 
[D2D-37],[D2D-38],,FALSE,FALSE,FALSE,TRUE,,None,Kkili,K’Kili passes me the right card. 
[D2D-38],[KD12],,FALSE,FALSE,FALSE,TRUE,,None,Kkili,We sit in awkward silence. 
[KD12],[KD12b],,FALSE,FALSE,FALSE,FALSE,KKILI1,K’Kili,Kkili, Are you going to ring me up or…? 
[KD12b],[DD2-16],,FALSE,FALSE,FALSE,TRUE,CashRegister,None,Kkili,Cash register noise. 
[DD2-16],[DD2-17],,FALSE,FALSE,FALSE,FALSE,,Dmi,Kkili," Eh, I work at a gas station. I’m sure I’ve probably served someone with jaded pasts tons of times before. "
[DD2-17],[D2D-39],,FALSE,FALSE,FALSE,FALSE,,Dmi,Kkili, You’re not going to throw me in the nearest black hole and take my place aren’t you? 
[D2D-39],[KD13],,FALSE,FALSE,FALSE,TRUE,,None,Kkili,K’Kili laughs. 
[KD13],[DD2-18],,FALSE,FALSE,FALSE,FALSE,KKILI3,K’Kili,Kkili, Not at all. I didn’t really use my powers like that. I can’t really shapeshift anymore anyways. 
[DD2-18],[D2D-40],,FALSE,FALSE,FALSE,FALSE,,Dmi,Kkili, Oh? 
[D2D-40],[KD14],,FALSE,FALSE,FALSE,TRUE,,None,Kkili,She points to her antenna. 
[KD14],[KD15],,FALSE,FALSE,FALSE,FALSE,KKILI2,K’Kili,Kkili," My antenna is a little bent. So, I can’t really do that anymore. "
[KD15],[D2D-41],,FALSE,FALSE,FALSE,FALSE,KKILI1,K’Kili,Kkili," I felt like my world was falling apart when it first happened, but my wife has been so supportive. I mean, I got injured trying to help her in the first place. "
[D2D-41],[KD16],,FALSE,FALSE,FALSE,TRUE,,None,Kkili,K’Kili lifts up her hand to show her ring. I can see the admiration and pride coming from her. 
[KD16],[DD2-19],,FALSE,FALSE,FALSE,FALSE,KKILI3,K’Kili,Kkili, My wife means everything to me. A part of me is happy we can get away and start new somewhere else. 
[DD2-19],[KD17],,FALSE,FALSE,FALSE,FALSE,,Dmi,Kkili, Wow…she sounds so lucky to have you. 
[KD17],[D2D-42],,FALSE,FALSE,FALSE,FALSE,KKili_Short,K’Kili,Kkili, I’m the lucky one. 
[D2D-42],[KD18],,FALSE,FALSE,FALSE,TRUE,,None,Kkili,K’Kili reaches over and places a hand on my shoulder. She has a strong grip. She probably could pull me over the counter like this. 
[KD18],[KD19],,FALSE,FALSE,FALSE,FALSE,KKILI1,K’Kili,Kkili," Listen kid. You don’t know me and I don’t know you too well, but I feel like I should tell you… "
[KD19],[KD20],,FALSE,FALSE,FALSE,FALSE,KKILI2,K’Kili,Kkili," I don’t really know what your baggage is with whoever you’re talking to, but be honest. I can tell they mean a lot to you. "
[KD20],[DD2-20],,FALSE,FALSE,FALSE,FALSE,KKILI3,K’Kili,Kkili, I need you to really think about what they mean to you. Don’t you want to see them? 
[DD2-20],[D2D-43],,FALSE,FALSE,FALSE,FALSE,,Dmi,Kkili, I…can’t anyways… It's too late. 
[D2D-43],[KD21],,FALSE,FALSE,FALSE,TRUE,,None,Kkili,K’Kili lets go of my shoulder. 
[KD21],[DD2-21],,FALSE,FALSE,FALSE,FALSE,KKILI1,K’Kili,Kkili, I know… Just talk to them. 
[DD2-21],[KD22],,FALSE,FALSE,FALSE,FALSE,,Dmi,Kkili, …I’ll try. 
[KD22],[D2D-44],,FALSE,FALSE,FALSE,FALSE,KKILI3,K’Kili,Kkili, It's all you can do right? 
[D2D-44],[KD23],,FALSE,FALSE,FALSE,TRUE,,None,Kkili,She squints at my name tag. 
[KD23],[D2D-45],,FALSE,FALSE,FALSE,FALSE,KKILI2,K’Kili,Kkili, You seem like a good kid. I’ll leave a nice review for you on Welp. 
[D2D-45],[D2D-45b],,FALSE,FALSE,FALSE,TRUE,,None,Kkili,The woman offers me a smile and walks out of the Cosmic Fuel with nachos in hand. 
[D2D-45b],[D2D-46],,FALSE,FALSE,FALSE,TRUE,Door_Chime-Door_Close,None,None,Door closes and chimes. 
[D2D-46],[D2D-47],,FALSE,FALSE,TRUE,FALSE,,None,None,I don’t move. Never in my life did I think I would be getting a pep talk about relationships with a customer who just wanted to buy snacks. 
[D2D-47],[D2D-48],,FALSE,FALSE,TRUE,FALSE,,None,None,"I should be on my way out of here. Maybe catching a ride outta here on a new planet, but here I am. "
[D2D-48],[D2D-49],,FALSE,FALSE,TRUE,FALSE,,None,None,Doomed. 
[D2D-49],[D2D-50],,FALSE,FALSE,TRUE,FALSE,,None,None,… 
[D2D-50],[D2D-51],,FALSE,FALSE,FALSE,TRUE,,None,None,Some time passes. I don’t get any more customers and I try to busy myself with the monotony of cleaning. 
[D2D-51],[D2D-52],,FALSE,FALSE,FALSE,TRUE,,None,None,I think Flubber notices something is wrong cuz I find her wanting to brush up against me more as she tries to move off of her usual lounging spot. 
[D2D-52],[D2D-53],,FALSE,FALSE,FALSE,TRUE,,None,Rob,Rob eventually comes by. His usual cheery disposition fades as he picks up Flubber. 
[D2D-53],[D2D-54],,FALSE,FALSE,FALSE,TRUE,,None,None,I think it finally hit him about what was going to happen. 
[D2D-54],[D2D-55],,FALSE,FALSE,TRUE,FALSE,,None,None,… 
[D2D-55],,,FALSE,FALSE,TRUE,FALSE,,None,None,I need to rest before tomorrow. 
